순위,제목,저자,출판사,요약
94,동영상 편집: 파워디렉터 쉽게 배우고 생활에 바로 쓰는  능력향상 시리즈 시즌 2 ,오상열,아이콕스,"쉽게 배우고 생활에 바로 쓰는 능력향상 시리즈  시즌 2 

능력향상 시리즈는 컴퓨터를 잘 다루지 못하는 일반인, 컴퓨터를 처음 접하는 어르신들을 위해 만들어졌습니다. 실생활에 바로 적용할 수 있는"
95,스마트폰 소통 전문가 김인숙과 함께하는 행복한 스마트폰 활용 교육,김인숙,에스엔에스소통연구소,"스마트폰 제대로 배우고 익히면 인생이 즐거워지고 비즈니스가 풍요로워집니다.

시니어 실버들이 꼭 알아야 할 스마트폰 활용 노하우에 대해서 담고 있는 책입니다.

가족간 세대간의 소통을 위해서라도 스마트폰"
96,스마트폰 활용 길라잡이 퇴직 예정자들이 꼭 알아야 할 ,이성원,에스엔에스소통연구소,▶ 스마트폰 활용에 관한 내용을 담은 전문서적입니다.
97,즐거운 스마트폰 활용 스마트폰 강사 김용희와 함께하는 ,김용희,SNS소통연구소,▶ 스마트폰 활용에 관한 내용을 담은 전문서적입니다.
98,안드로이드 9.0 앱 프로그래밍 Pie 버전  실무에 바로 적용 할 수 있는  2판 ,박헌우,다본,"이 책은 안드로이드에 처음 접하는 사람들이 쉽게 앱을 만들 수 있도록 도와준다.

안드로이드 개발을 위한 필수적이고 기초적인 내용뿐만 아니라 안드로이드 개발자라면 꼭 알아야 할 심도 있는 내용까지 쉽게"
99,송택동의 컴퓨터음악 따라하기 개정판 ,송택동,사랑이있는풍경,"이 책은 '고운꿈', '우주자전거'의  작곡가 송택동이 시벨리우스7과 뮤즈스코어2를 활용한 컴퓨터음악을 안내한다."
100,EndNote 엔드노트  X7 Easy Power,이필수,오피스허브,"[EndNote X7 Easy Power]는 참고문헌 Reference 의 이해, 참고문헌 Reference  관리 프로그램, 엔드노트 EndNote 의 개요, Libray 생성 및 Reference 수집, Reference 관리, Group 관리, Output Style과 Term"
101,CUBASE 큐베이스 널 사용하고 싶다,홍성선,힐북,"큐베이스는 음악을 만들기 위한 작곡, 편곡, 믹싱, 마스터링의 작업 가능한 DAW로써 큐베이스를 처음 접하는 입문자와 초보자, 작편곡가, 싱어송라이터, 음악대학교 전공자, 수업 및 레슨의 지도자와 학습자 등"
102,파워디렉터로 UCC 동영상 편집 고수되기 Think Tools ,비비드북 교재개발실,비비드북,"[파워디렉터로 UCC 동영상 편집 고수되기]는 쉽고 빠르게 UCC작품이나 성장앨범, 업무용 동영상을 편집할 수 있도록 안내한 도서이다. 파워디렉터의 강력한 기능으로 내가 촬영한 비디오를 특별하게 꾸밀 수"
103,파워디렉터 15 동영상 편집 사용자를 위한 ,기분전환,비비드북,"[영상 편집 사용자를 위한 파워디렉터 15]는 영상 편집의 기초부터 고급 활용까지 해결할 수 있도록 도와주는 책이다. 책은 완벽한 사용자 지정으로 디테일한 영상 편집 및 스마트폰 세로 영상 지원, 마스크"
104,나의꿈 나의미디 Cakewalk by Bandlab,박운영,예진미디어,"1995년 이후, 컴퓨터음악 부문 국내 첫 베스트셀러였고, 미디음악의 붐을 이끌었던 책,  '나의꿈 나의미디' 시리즈의 최신작입니다. 이 책은 21세기 가장 완벽한 시퀀서 중 하나인 케이크워크 밴드랩 Cakewalk by"
105,쉽게 하자 영상 편집,유민지,우리사이플래닛,"“요즘 단축키 외우고 있는데 너무 어려워.
바보 같은 질문인데, 너는 어떻게 다 외웠어?”

며칠 전, 영상 편집을 공부하고 있다는 친구가 제게 물었습니다.
아, 당황스러웠습니다. 끽해야 ‘Ctrl+C’,"
106,SERUM 가이드북,Written by THE LEGEND,사운드캣,Serum은 웨이브 테이블 방식의 Synthesizer로 많은 유저들에게 호평을 받고 있는 VST 방식의 인스트루먼트입니다. 한국에서도 정식 유통사가 지정되고 이에 많은 유저분들이 보다 쉽게 Serum을 사용할 수 있도록
