순위,제목,저자,출판사,요약
92,두렵지 않은 코딩교육,하이디 윌리엄즈,미디어숲,지금 우리의 교육제도는 어떠한가. 지난 100년 동안 교실의 모습은 사실상 달라진 것이 거의 없다. 교육이 변화하기 위해서는 ‘가르치는 것’에서 ‘학습하는 것’으로 교육 모델이 변해야 한다. 또한 모든
93,컴퓨터와 진탕놀기 컴선생 여우님 ,방과후교육연구회,해람북스 구 북스홀릭 ,「컴선생 여우님」 시리즈는 컴퓨터에 대해 모르는 것이 없는 선생님이 똑 부러지게 컴퓨터를 가르친다는 콘셉트로 구성된 컴퓨터 특기적성 전문교재이다. 지나친 따라 하기를 배제하여 교재의 페이지를 줄이고
94,스크래치 프로그래밍 처음으로 배우는 블록놀이 ,해람북스 기획팀,해람북스 구 북스홀릭 ,스크래치 프로그램을 처음으로 배우는 학생들을 대상으로 쉽고 재미있는 예제들을 만들다 보면 자신도 모르게 스크래치 프로그래밍 고수가 될 수 있습니다. 기초적인 블록들을 연결하여 자신만의 작품을 만들 수
95,스크래치 제어 아두이노와 블루투스를 활용한 ,조영호,복두출판사,"스크래치 Scratch 는 미국 MIT에서 초보자들의 알고리즘 교육을 위하여 개발된 것으로 다양한 아이디어를 애니메이션, 게임, 음악과 춤, 스토리 등으로 쉽게 제작하고 공유할 수 있게 되어 있으며, 프로그램을"
96,모두의 스크래치 2판 ,문혜영,길벗,"코딩, 프로그래밍? 어떻게 시작해야 할까? 스크래치를 사용하면 단순히 블록을 마우스로 드래그해서 조립하는 것만으로 게임과 애니메이션을 손쉽게 만들 수 있다. 다양한 게임과 애니메이션을 만들면서"
97,모두의 스크래치 알고리즘,문혜영,길벗,"컴퓨팅 사고력의 핵심은 문제를 이해하고, 그 문제를 해결하는 방법과 절차를 생각하는 것입니다. 이처럼 ‘문제를 해결하는 방법과 절차’를 알고리즘이라고 합니다. 일상생활에서 발견할 수 있는 다양한 문제를"
98,"엔트리, 피지컬 컴퓨팅을 만나다 꼬마해커의 작업실, 수프 ",최현종,한빛미디어,"소프트웨어 엔트리 와 하드웨어 피지컬 컴퓨팅 를 동시에 배우며 코딩 레벨업!

컴퓨터 안에서 블록을 쌓아 프로그램을 만들었다면, 이제 컴퓨터 밖 세상에 프로그램을 적용해볼까요? 각종 센서를 활용하면"
99,놀이와 함께 온 코딩. 2,김남희,지식과감성,"값비싼 교구 없이도 쉽고 재미있게 코딩의 원리를 배울 수 있는 활동 

‘놀이와 함께 온 코딩2’를 통해서 컴퓨터 코딩의 원리를 창의적이고 논리적으로 배울 수 있습니다."
100,마이크로비트 하자 생활코딩 하자,조용남,테크빌교육 즐거운학교 ,▶ 어린이컴퓨터에 관한 내용을 담은 전문서적입니다.
101,학교야! 소프트웨어교육 부탁해,초등 미래교육 공작소,기역, 
102,10대를 위한 첫 코딩,Young Rewired State,반니,『10대를 위한 첫 코딩』은 이제 막 코딩을 시작하는 청소년들을 위해 코딩을 직접 해볼 수 있게 한 코딩 입문서다. 이야기를 따라 주어진 미션을 완성해 가면서 천천히 코딩을 하도록 구성되었다. 본문은 각각
103,컴퓨터와 인사하기 New 컴선생 여우님 ,방과후교육연구회,해람북스 구 북스홀릭 ,『컴퓨터와 인사하기』는  컴퓨터 특기적성 전문교재로 선생님 재량껏 수업을 진행할 수 있도록 다양하고 재미있는 예제와 각 교재마다 ‘학습지도안’ 등을 마련하여 표준 학습 모델을 제공하였다.
104,파워포인트 2010 컴선생 여우님이 알려주는 ,방과후교육연구회,해람북스 구 북스홀릭 ,컴퓨터에 대해 모르는 것이 없는 선생님이 똑 부러지게 컴퓨터를 가르친다는 콘셉트로 구성된 컴퓨터 특기적성 전문교재. 지나친 따라 하기를 배제하여 교재의 페이지를 줄이고 선생님 재량껏 수업을 진행할 수
105,컴퓨터 개론 소프트웨어 중심사회의 ,강환수,인피니티북스,"‘4차 산업혁명’을 가장 잘 설명한 안내서

컴퓨터와 스마트폰이 생활필수품으로 자리 잡은 것처럼 이제는 누구나 4차 산업혁명 시대가 요구하는 지식과 기술을 습득해야 한다. 이 책은 저자가 다년간 프로젝트"
106,한 권으로 끝내는 엔트리,곽문기,에듀웨이,엔트리는 누구나 무료로 소프트웨어 교육을 받을 수 있도록 네이버 산하 소프트웨어 교육  전문기관인 엔트리 교육연구소가 운영하는 소프트웨어 교육 플랫폼이다. 이를 활용하여 『한 권으로 끝내는 엔트리』를
107,윈도우10 & 인터넷 활용 씽크톡톡 ,웰북교재연구회,웰북, 
108,엔트리 기초 씽크톡톡 ,도용화,웰북,"- 독자대상 : 엔트리 학습자
- 구성 및 특징 :
① 생활에서 자주 사용하는 기능을 중심으로 구성
② 다양한 예제 수록
③ 배운 기능을 응용한 작품만들기 가능"
109,엔트리 응용  씽크톡톡 ,도용화,웰북,"| 모든 과정의 컴퓨터 수업에 OK! | 
16강의 기본학습과 작품만들기로 모든 과정의 수업도 모두 OK!

| 기초부터 탄탄하게 배워요! |
생활에서 자주 사용하는 기능을 중심으로 기초부터 활용까지 체계적으로"
110,마인크래프트와 함께 즐겁게 파이썬,최일선,비제이퍼블릭,파이썬은 전 세계적으로 가장 많이 쓰이는 프로그래밍 언어 중 하나이면서 초등학생도 익힐 수 있는 쉬운 문법을 지니고 있습니다. 실제 업무에서 사용하는 파이썬을 초등학생 때부터도 공부할 수
111,파이썬으로 배우는 초중등 교과서. 1,김정욱,루비페이퍼,"수학, 과학, 국어, 사회 등 실제 초중등 교과 과목과 연계된 예제로 코딩력과 학습력까지 단번에 쑥쑥

Stage 1 재미있는 코딩 세계로 초대합니다!
첫인사를 나눌 때는 먼저 자기소개를 해야 겠죠? 직접"
112,블로그 만들기 쉽게 배우고 생활에 바로 쓰는  능력향상 시리즈 시즌 2 ,오상열,아이콕스,"쉽게 배우고 생활에 바로 쓰는 능력향상 시리즈  시즌 2 

능력향상 시리즈는 컴퓨터를 잘 다루지 못하는 일반인, 컴퓨터를 처음 접하는 어르신들을 위해 만들어졌습니다. 실생활에 바로 적용할 수 있는"
113,스크래치 주니어로 배우는 맨 처음 코딩,마리나 유머시 버스,뭉치,『스크래치 주니어로 시작하는 맨 처음 코딩』은 스크래치 주니어의 기능 하나하나를 차근차근 소개하며 스스로 작은 프로그램을 구성하도록 도와준다. 책의 내용을 따라 프로그램의 블록을 하나하나 쌓다보면
114,PC 조립 하드웨어 무작정 따라하기,이순원,길벗,"《PC 조립 하드웨어 무작정 따라하기 윈도우10 》은 엄두가 나지 않아 시도하지 않았던 PC 조립 초보자들도 알기 쉽도록 PC 내부의 부품, CPU 등을 알려주고, 부품 구입 방법부터 조립 전에 알아두어야 할 주의"
115,컴퓨터와 노래하기 윈도우 10  컴선생 여우님 ,방과후교육연구회,해람북스 구 북스홀릭 ,"「컴선생 여우님」 시리즈는 컴퓨터에 대해 모르는 것이 없는 선생님이 똑 부러지게 컴퓨터를 가르친다는 콘셉트로 구성된 컴퓨터 특기적성 전문교재입니다.

지나친 따라하기를 배제하여 교재의 페이지를"
116,엔트리 콘텐츠 모음 교육에 바로 활용가능한 ,편집부,와이북스,▶ 이 책은 교육에 바로 활용가능한 엔트리 콘텐츠 모음에 대해 다룬 도서입니다. 엔트리 콘텐츠 모음의 기초적이고 전반적인 내용을 확인할 수 있도록 구성했습니다.
117,스스로 생각하는 코딩수학 중학생용 ,이성자,미래융합연구소,"‘스스로 생각하는 코딩수학’의 특징

- 코딩하는 습관을 가지도록 유도하기 위해 대화 형식으로 구성되어 있습니다. 
- 코딩과 수학이라는 두 마리 토끼를 잡을 수 있도록 코딩과 수학을 연계하였습니다.
-"
118,소셜임팩트 창출을 통한 더 나은 세상 만들기. 2,김용신,브레인잉글리쉬,"코딩을 처음 접하는 초등학생, 중학생, 고등학생들을 위한 책. 학습 활동을 온라인에 기록하고 공유하는 e포트폴리오 작성 방법에서부터, 소셜임팩트 창출에 필요한 기초 역량을 신장하기 위해 마이크로비트와"
119,내가 도와줄 수 있어!: 위두 엔지니어링 워크북 2권,진주교대 박정호교수 연구팀,퓨너스,"여러분은 WeDo 워크북 1을 통해 기어, 모터 그리고 WeDo 로봇에 대해 배웠을 것입니다.
이젠 한 단계 더 나아가 여러분들이 좋아하는 동화 속 문제를 해결하는 과정에서 WeDo 로봇을 실제적으로 활용하게 될"
120,끝짱 컴퓨터 영재 만들기 Step 1,씨엔씨에듀 R&D,씨엔씨에듀,▶ 이 책은 어린이 컴퓨터 학습에 대해 다룬 도서입니다. 어린이 컴퓨터 학습의 기초적이고 전반적인 내용을 확인할 수 있도록 구성했습니다.
