순위,제목,저자,출판사,요약
92,인포그래픽 기획 & 디자인 by 파워포인트 CD1장포함 ,이수동,예문사,[인포그래픽 기획 & 디자인 by 파워포인트]는 저자들이 현장에서의 교육과 인포그래픽 제작 경험을 바탕으로 사람들이 ‘가장 배우고 싶지만 가장 어렵게 생각하는’ 자료 수집부터 정보를 해독하고 정리하여
93,INDESIGN 인디자인  편집 디자이너를 완성하는  CD1장포함 ,이민기,영진닷컴,None
94,일러스트레이터 CS6 마담의크스 ,마담의크스 카페,영진닷컴,『마담의크스 일러스트레이터 CS6』는 초보자들의 학습 난이도를 고려하여 ‘기본편’과 ‘활용편’으로 구성했습니다. ‘기본편’에서는 반드시 알아야 하는 일러스트레이터 CS6의 핵심 기능을 적절한 예제를
95,Smoke for Mac,휴웰,성안당,『Smoke for Mac』은 국내 컴퓨터 환경 및 인터넷 환경에서 Smoke for Mac의 기본적인 기능과 다양한 기능을 활용할 수 있는 방법에 초점을 맞추어 설명했다. Smoke for Mac에서 실행할 수 있는 모든 기능들을
96,스케치업 브이레이&포토샵 대한민국 No.1 건축사 박성모의  CD1장포함 ,박성모,성안당,"대한민국 No.1 건축사 박성모 저자의 스케치업 현장 실무 노하우 
스케치업과 함께 브이레이, 포토샵, CURA 등 건축 디자인에 최적화된 프로그램을 효율적으로 활용하면 프로젝트 작업 시간을 단축시킬 수"
97,이젠 나도! 포토샵 지금  시작해도  괜찮아 ,문수민,성안당, 
98,포토샵 실무테크닉 필요할 때 바로 써먹는 ,김두한,성안당,"디자인 실력을 업그레이드해 주는 포토샵 실무 예제와 테크닉 올가이드!

 포토샵은 제대로 배우려면 간단하지 않은 전문 프로그램이다. 책이나 광고물 같은 인쇄물부터 인터넷 및 모바일 사이트, 사진에"
99,국제인증자격증 ACA 일러스트레이터 CC 최적합 ,이정미,성안당,"ACA Adobe Certified Associate 는 포토샵 Photoshop , 일러스트레이터 Illustrator , 플래시 Flash , 드림위버 Dreamweaver , 프리미어 Premier , 인디자인 Indesign  총 6개 과목으로 실시하고 있으며, 원하는"
100,모두의 3D 프린팅,황동열 외,크라운출판사,『모두의 3D 프린팅』은 본인만의 특별한 제품을 제작ㆍ소유하고 싶은 분이라면 누구나 쉽게 따라 할 수 있는 활용서이다. 3D 프린팅의 개괄적인 설명을 통해 3D 프린팅의 제작 범위와 공간적인 범위를 확장하는
101,스케치업7 브이레이 CD1장포함 ,한정훈,정보문화사,"건축, 실내건축가 클럽 실무자들의 현장 기법『스케치업7 브이레이』. 스케치업과 스케치업 브이레이를 모두 다루며, 실무에서 바로 활용할 수 있는 내용들로 구성된 교재이다. 모델링을 구현하는 스케치업의"
102,포토샵 일러스트레이터 CS6 실력이 탐나는  CD1장포함 ,유진영,정보문화사,『포토샵 일러스트레이터 CS6』은 CS6의 신기능을 학습하고 싶은 초보자와 이전 버전과 CS6의 기능을 비교해보고 싶은 기존 사용자들에게 적합한 학습서이다. 업그레이드된 기능과 추가된 기능이 꼼꼼하게 설명된
103,어도비 포토샵 라이트룸5 스콧 캘비의 DSLR 사용자를 위한 ,스콧 켈비,정보문화사,라이트룸 5의 전체 작업 과정을 가장 쉽게 배울 수 있는 지침서 『어도비 포토샵 라이트룸5』. 라이트룸 5의 워크플로우에 포토샵 기능을 자연스럽게 적용하는 방법부터 저자의 포토샵 인물 보정 방법과 특수 효과
104,어도비 포토샵 라이트룸 CC 스콧 켈비의 DSLR 사용자를 위한 ,스콧 켈비,정보문화사,"『스콧 켈비의 DSLR 사용자를 위한  어도비 포토샵 라이트룸 CC』는 라이트룸 사용자들을 위한 책이다. ‘The Lightroom Show’와 세미나를 진행하며 사용자들이 무엇을 어려워하는지, 또 무엇을 궁금해 하는지"
105,스콧 켈비의 DSLR 사용자를 위한 어도비 포토샵 CC 2017,스콧 켈비,정보문화사,프로 사진가 스콧 켈비의 놀라운 최신 버전 포토샵 비법을 배우자! 사진가들의 포토샵 작업 방식은 계속 진화해왔다. 이번 최신판에서는 사진의 파일 형식에 관계없이 전보다 많은 작업 과정을 포토샵의 Camera
106,스케치업 2017 & V-Ray 회사 실무에 힘을 주는  회사 실무 시리즈 ,남현우,정보문화사,SketchUp Pro 2017은 3D 모델링부터 렌더링까지 디자이너와 설계자들에게 최적화된 그래픽 프로그램이기 때문에 다양한 분야에서 사용하고 있습니다. SketchUp Pro 2016 버전에서 향상된 기능을 추가하여 SketchUp
107,Photoshop 건축·인테리어 프레젠테이션을 위한  2판 ,남현우,정보문화사,"딱 필요한 기능만 모아서 배우기!

이 책은 포토샵의 기본기부터 설명하는 매뉴얼 북이 아니다. 오토캐드에서 작업한 도면을 포토샵으로 불러오는 과정부터 하나하나 따라 해 볼 수 있다. 재질을 입히고"
108,올 어바웃 FUSION 360,김석우,삼양미디어,"이 책은 FUSION 360의 기능 중  MODEL, PATCH, SCULPT를 이용한 2D, 3D 도형의 작성 방법과 활용을 다루었습니다. 각 장에서 배워야 할 여러 중요 기능을 예제를 통해 이해하고 충분한 연습을 할 수 있습니다."
109,스위시 MAX4 시 군 구민을 위한  시 군 구 시리즈 6 ,문창숙,REX MEDIA,"시ㆍ군 구민을 위한 인터넷 기초 교재 『스위시 MAX4』. 관심 있는 예제와 쉬운 설명으로 따라하기 쉽게 구성한 교재이다. 돋보기 기능을 이용하여 그림을 더 크게 표시했으며, 실무완성에서는 생활에 필요한"
110,V-Ray Interior Workflow. 4 CD1장포함 ,안재문,디지털북스,JOYCG 온라인 특강 'V-Ray Photorealistic interior [Loft Apartment]'에서 설명한 내용을 정리한 [V-Ray Interior workflow] 제4권. 가구의 천을 표현하기 위해 Marvelous Designer를 사용하는 방법과 식물로
111,클립스튜디오 마스터 한글판  웹툰작가를 위한 ,엘프화가 조지훈,디지털북스,"『클립스튜디오 마스터: 한글판』은 클립스튜디오를 처음 다루는 사람들을 위해 스케치부터 펜작업, 컬러링과 말풍선, 컷 작업까지 컷이 완성되는 과정을 담아 쉽게 따라하면서 기본기능을 이해할 수 있도록"
112,3ds Max & V-Ray Realistic Materials,안재문,디지털북스,『3ds Max & V-Ray Realistic Materials』는 재질 표현에 어려움을 느끼는 초급자나 이제 막 실무작업을 시작한 초보 사용자에게 도움이 되는 지침서이다. JOYCG의 실무 작업에 사용되는 재질을 기준으로
113,스케치업 + 레이아웃 도면 프레젠테이션,윤신용,디지털북스,"이 책에는 스케치업과 레이아웃을 함께 활용하여 건축 인테리어 계획과 시공에 필요한 평면도, 입면도, 단면도, 아이소메트릭, 투시도 등의 도면을 작성하는 방법과 자신의 건축 인테리어 계획을 매력적으로"
114,루미온 Lumion Exterior Workflow ,이정아,디지털북스,▶ 이 책은 컴퓨터그래픽을 다룬 이론서입니다. 컴퓨터그래픽의 기초적이고 전반적인 내용을 학습할 수 있습니다.
115,Rhino 3D 6 Reality 주얼리 디자인을 위한  CD1장포함 ,이행종,디지털북스,Rhino3D의 활용도는 실로 무궁무진해 다양한 분야에서 쓰이고 있습니다. 또한 많은 플러그인들이 과다할 정도로 다양하게 개발되고 있어 어떠한 분야이던 본인의 작업에 필요한 플러그인을 택할 수 있어 작업에
116,스케치업8 완전정복 건축 인테리어  실전 예제로 배우는 ,신명철,대가,"『스케치업8 완전정복 건축 인테리어 』은 10개의 실전예제를 통해서 보다 쉽게 스케치업 프로그램을 익힐 수 있도록 구성하였다. 예제로 수록된 단독주택, 펜션, 한옥, 아파트, 상가, 학교, 인테리어를 직접"
117,그래스하퍼를 활용한 파라메트릭 디자인 grasshopper++,김민석,대가,"[그래스하퍼를 활용한 파라메트릭 디자인 grasshopper++]은 우리가 그래스하퍼를 사용하면서 정말 중요하고 꼭 알아야 하지만 마땅히 누가 알려주지 못하는 것들, 왜 이렇게 해야 하는지 정말 궁금한데 어디에"
118,파라메트릭 디자인 Parametric Design ,성우제,대가,합리성과 효율성을 끊임없이 요구받는 현대사회의 흐름은 건설업계에도 큰 영향을 미치고 있다. 컴퓨터와 인터넷 그리고 이를 통한 인포메이션 테크놀로지 information technology 로 대변되는 현대 기술은
119,포토샵 CS5 무작정 따라하기 인터넷 검색보다 빠른 ,정승은,길벗,"- 독자대상 : 포토샵 CS5를 배우고자 하는 학생
- 구성 : 기능소개 + 예제 따라하기 
- 특징
① 포토샵 CS5의 다양한 기능 학습
② 다양한 예제와 자세한 설명 수록
③ 단축 글쇠 모음으로 빠른 작업"
120,Drawing Pattern 80 손맛나는 디지털 그림을 위한  CD1장포함 ,장기성,길벗,『Drawing Pattern 80』은 포토샵과 페인터의 브러시를 이용해서 다양한 느낌을 연출하고 나만의 그림을 그릴 수 있도록 도와줄 수 있는 80가지의 다양한 예제와 실무자의 경험 등은 담았다. 크리에이티브를 위한
121,인디자인 CS6 무작정 따라하기 자유로운 편집 디자인을 위한  CD1장포함 ,이민기,길벗,자유로운 편집 디자인을 위한 『인디자인 CS6 무작정 따라하기』. 포토샵과 일러스트레이터와의 상호 연동성으로 작업 시간을 절약하기 위한 수많은 기능들을 포함함으로써 편집 디자이너와 그래픽 디자이너들의
122,월스트리트저널 인포그래픽 가이드,도나 M. 웡,인사이트,"『월스트리트저널 인포그래픽 가이드: 데이터, 사실, 수치를 표현할 때 지켜야 할 기본 원칙』은 인포그래픽의 언어인 그래프, 차트를 명확한 문법으로 그려낼 수 있는 데이터 시각화의 가이드를 제공하는 책이다."
123,테크니컬 아티스트를 위한 최고의 교과서,카츠라 요스케,한빛미디어,"『테크니컬 아티스트를 위한 최고의 교과서』는 CG아티스트들을 위한 것으로, 프로시저, 컬러 모델, 쉐이딩, 텍스처, 파티클, 넙스 등을 중심으로 CG의 이론과 실전을 함께 설명한 책이다. 스크립트 프로그래밍"
124,맛있는 디자인 애프터 이펙트 CS6 & CC,이수정,한빛미디어,[맛있는 디자인 애프터 이펙트 CS6 & CC]는 모션 그래픽 특성에 맞춰 최신 트렌드 및 간접적으로나마 실무를 체험할 수 있도록 퀄리티 높은 예제를 풍성하게 수록한 책이다. 책에는 기본 기능부터 고급 기능까지
125,맛있는 디자인 인디자인 CC,황지완,한빛미디어,[맛있는 디자인 인디자인 CC]는 편집디자인과 인쇄물 제작에서 필수적인 어도비 인디자인의 핵심 기능을 한 권으로 마스터할 수 있는 입문서이다. 인디자인을 처음 접하는 사람도 예제 실습을 따르다 보면 무리
126,김보현의 NX 11 모델링 1부 동영상으로 배우는 ,김보현,Nstart,"▶ 도서가 아니라 DVD입니다. 

12시간 16분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성된『김보현의 NX 11 모델링 1부 DVD 』. NX 입문자를 위한 교재이며 NX를 처음 접하시는 분, 체계적으로"
127,김보현의 NX 11 모델링 2부 동영상으로 배우는 ,김보현,Nstart,"이 도서는 12시간 59분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성되었으며, 오프라인의 교육보다 좀 더 상세한 컨텐츠로 준비된 DVD 동영상 강좌입니다. NX 입문자를 위한 교재이며 NX를 처음"
128,김보현의 NX 11 모델링 3부 동영상으로 배우는 ,김보현,Nstart,"▶ 도서가 아니라 CD입니다. 

12시간 16분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성된『김보현의 NX 11 모델링 3부』. NX 입문자를 위한 교재이며 NX를 처음 접하시는 분, 체계적으로 사용하고"
129,Blender 2.8과 Simulation DVD  동영상으로 배우는 ,이진호,Nstart,"이 도서는 3시간 59분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성되었으며, Blender 2.8의 Simulation 기능들을 입문자가 쉽게 이해할수 있도록 기초부터 자세히 설명하고 있으며, 예제를 통해 실습을"
130,Blender 2.8과 캐릭터 리깅 DVD  동영상으로 배우는 ,이진호,Nstart,"이 도서는 6시간 14분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성되었으며, Blender 2.8의 캐릭터 리깅 관련 기능들을 입문자가 쉽게 이해할수 있도록 기초부터 자세히 설명하고 있으며, 예제를 통해"
131,Creo Parametric 6.0  3D 모델링 2부 동영상으로 배우는 ,서정식,Nstart,"이 도서는 10시간 17분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성되었으며, Creo Parametric 6.0을 이용하여 3D 단품설계에 필요한 스케치 Sketch , 형태 Shapes , 엔지니어링 Engineering , 각종"
132,V-Ray Next와 3ds Max 동영상으로 배우는 ,이진호,Nstart,"이 도서는 8시간 47분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성되었으며, V-Ray 입문자들을 대상으로하여 3ds Max에서 V-Ray Next를 이용하여 렌더링하는 과정을 초보자들도 쉽게 따라할 수 있도록"
133,LABVIEW 2009 한글판  컴퓨터 기반의 제어와 계측 ,곽두영,OHM사,"『LabVIEW2009』는 LabVIEW의 기본 구성과 사용법, 그리고 실무 예제를 쉽게 설명하여 처음 LabVIEW를 시작하는 초보자도 이해하기 쉽게 구성된 책이다. 다양한 예제를 수록하였으며 LabVIEW 사용자가 국제 자격증"
134,SKETCHUP 7 정샘의 친절한 ,정용호,혜지원,그래픽 디자인 분야 테크니컬 라이터 정윤호의 『정샘의 친절한 SKETCHUP 7』. 저자의 학원 강의를 그대로 옮겨놓은 스케치업 7 입문서이자 활용서다. 스케치업 7을 즐겁고 재미있게 배워나갈 수 있도록 구성했다.
135,라이노3D 5.0 Advanced 제품 디자이너를 위한  CD1장포함 ,최성권,혜지원,"『라이노3D 5.0 Advanced』는 처음 라이노3D를 접한 유저들이 프로그램을 인스톨하는 방법부터 환경설정, 인터페이스 숙지, 기본명령어와 핵심 용어 알기 등으로 구성되어 있다. 더불어 기초적인 라이노3D 모델링"
136,포토샵+일러스트레이터 작업의 기술. 2 CD1장포함 ,정윤선,혜지원,"그래픽 분야 베스트셀러로 많은 사랑을 받았던 『포토샵+일러스트레이터 작업의 기술』, 그 두 번째 책! 이번 책 역시 포토샵과 일러스트레이터를 효과적으로 혼용 사용함으로 뻔한 매뉴얼을 설명하는 것이 아닌"
137,LabVIEW의 정석 기본편 컬러판 ,손혜영,인피니티북스,LabVIEW 전문 강사 손혜영의 『LabVIEW의 정석 기본편』. 최단 시간에 효율적으로 배워 실력을 향상하는 방법을 가르쳐주는 LabVIEW 교재다. 학습자가 혼자 공부할 때 어려워하는 부분 중 가장 기본적이면서도
138,김보현의 NX 8.5 모델링 1부 동영상으로 배우는 ,김보현,Nstart,▶ 도서가 아니라 CD입니다.
139,김프 GIMP 2.8  곧바로 활용하기 초보자를 위한 전문도서 시리즈 2 ,이용태,에프원북스,"무료로 사용하는 포토샵『김프 GIMP 2.8  곧바로 활용하기』. 이미지 편집 툴 김프를 활용하는데 도움을 주는 지침서이다. 김프의 기본적인 것들과 예제로 배우는 김프, 두 단원으로 나누어 이론적인 부분을"
140,인디자인 Indesign  CC/CS6 슈퍼 테크닉 노트,윤고선,채움북스,"인디자인에 대한 이해도를 높이기 위해 환경설정에 있는 21가지 카테고리와 주요 패널 단락 스타일, 단락 패널 메뉴, 문자 패널 메뉴, 표 패널 등 의 용도 및 사용법에 대해서 하나 하나 꼼꼼하게 설명을 달아"
141,인디자인 Adobe Indesign CS5.5 + CS6 + CC 개정판 ,김복래,성심북스,▶ 이 책은 출판 디자인을 위한 인디자인에 대해 다룬 도서입니다. 인디자인의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.
142,인포그래픽 비주얼 씽킹 Idea Book 그림으로 생각하고 생각을 그려내는 ,우석진,샌들코어,복잡한 데이터도 관찰과 그림으로 접근하여 생각을 디자인할 수 있도록 도와주는 『인포그래픽 비주얼 씽킹 Idea Book』. 국내에서 가장 많은 인포그래픽 강연과 코칭을 담당하고 있는 저자가 정보의 홍수 속에서
143,회사에서 자주 쓰는 인포그래픽 Pattern 31,우석진,샌들코어,인포그래픽은 디자이너와 기획자의 전유물이 될 수 없다. 누구나 사용할 수 있고 언제나 쉽고 빠르게 작성할 수 있어야 진정한 인포그래픽이다. [회사에서 자주 쓰는 인포그래픽 PATTERN 31]은 업무용
144,포토샵 CS6 한글판 원리 쏙쏙 IT 실전 워크북 시리즈 8 ,유윤자,아티오,한글 포토샵CS6를 이용하여 사진 합성이나 디자인을 공부하는 사람들을 위한 책으로 본문이 따라하기 형태로 만들어져 있어 따라하다보면 누구나 쉽게 익힐 수 있도록 도와준다. 매 단원마다 혼자 또는 단체로 풀
145,픽슬러 디자인 & 리터칭 스마트한 생활을 위한 ,IT교재연구팀,시대인,"‘픽슬러 PIXLR ’는 오토데스크사에서 제공하는 웹 포토샵으로 사진 편집에 필요한 주요 기능을 담고 있다. 따라하기 방식으로 내용을 구성하여 쉽게 습득할 수 있도록 구성하고, 따라하면서 부족한 내용이나"
146,OpenGL ES 3.0 프로그래밍 가이드 2판 ,Dan Ginsburg,홍릉과학출판사,"『OpenGL ES 3.0 프로그래밍 가이드』는 3D 모델을 만들고 렌더링 하는 방법, 물체를 바라보는 시점을 동적으로 변환하는 방법, 쉐이딩이나 조명, 텍스처 효과를 사용하는 방법 등과 같은 기본적인 컴퓨터"
147,포토샵 & 일러스트레이터 CC 2019 design school  IT CookBook 253 ,이영주,한빛아카데미,"이 책은 포토샵과 일러스트레이터를 한 권으로 배울 수 있도록 구성한 합본호입니다. 총 두 개의 파트로 나누어 파트 1에서는 포토샵을, 파트 2에서는 일러스트레이터를 배웁니다. 초보자도 쉽게 따라 할 수"
148,카모플라주의 FUSION 360 입문편: 4차산업혁명을 준비하는 퓨전360 3D 모델링&프린팅,황교진,지식과감성,[카모플라주의 FUSION 360: 입문편]은 3D 프린트 입문자를 대상으로 가장 접하기 쉬운 Fusion360이라는 프로그램을 선택하여 소개한 책이다. 책은 3D 그래픽 프로그램을 배워야 하는 이유와 다른 3D 그래픽
149,Clip Studio Paint Pro 클립 스튜디오 페인트 프로  의문해결집 초보자를 위한 ,타케시게 슈우,한스미디어,"CLIP STUDIO PAINT PRO로 일러스트 제작에 도전하려는 사람, 혹은 이제 막 시작한 사람을 대상으로 만든 책입니다. 초보를 위한 내용인 만큼 처음 사용하는 사람들이 가장 많이 궁금해 하는 107가지 의문의 해답을"
150,포토샵 완전정복 CD1장포함 ,윤이사라,길벗,"네이버 포토샵 1등 카페, '포토샵 완전정복 카페'의 실무 디자인 강좌를 그대로 옮긴 책으로,  다양한 분야에 적용할 수 있는 실무 포토샵 활용 방법을 안내한다. 예비 디자인 학생부터 디자이너를 꿈꾸는 포토샵"
151,웹툰 제작 무작정 따라하기 처음 시작하는 웹툰 작가를 위한  CD1장포함 ,로웰씨,길벗,"웹툰 작가가 직접 알려주고, 무작정 따라 하기만 하면 되는, 실전 웹툰 제작 노하우를 만나보자! 저 웹툰이 좋아 아무것도 모르고 웹툰 작가가 되어보겠다며 뛰어든 순진한 로웰씨. 도움 받을 책이 없어 혼자"
152,애프터 이펙트 CC 2018 무작정 따라하기,신의철,길벗,"『애프터 이펙트 CC 2018 무작정 따라하기』는 애프터 이펙트 CC의 기능을 쉽게 배울 수 있도록 놓쳐서는 안 될 기능을 보강하였고, 실습 예제를 통해 따라하며 학습할 수 있도록 자세하게 설명하였다. 기본"
153,처음 만나는 Vulkan,파르민더 싱,한빛미디어,"『처음 만나는 Vulkan』에는 Vulkan의 기초를 학습하기 위한 모든 것이 담겨 있다. 이 책은 독자로 하여금 Vulkan의 이론과 개념, API 표준을 배우고, 실습 예제를 통해 Vulkan이 작동하는 것을 볼 수 있게 한다."
154,이모티콘으로 돈벌기,김영삼,한빛미디어,"‘이모티콘을 만들어서 팔고 싶은 마음’은 굴뚝같지만 그림도 못 그리고, 포토샵도 못 해서 도무지 용기가 나지 않았던 분들을 위한 이모티콘으로 돈을 벌 수 있게 도와주는 진짜 가이드 북이다. 이모티콘"
155,포토샵 마케팅 디자인 포토샵 한글판  20일 완성! ,원다예,한빛미디어,"‘어렵기만 한 포토샵, 쉽고 빠르게 배워 디자인까지 할 수는 없을까?’ 생각했다면 정답은 <포토샵 마케팅 디자인>입니다! 포토샵 왕초보부터 기본 기능을 알지만 활용하기 어려운 사람까지, 꼭 필요한 핵심"
156,무료 사진편집 프로그램 김프 GIMP 활용하기 능력향상 시즌 2 ,오상열,아이콕스,"쉽게 배우고 생활에 바로 쓰는 능력향상 시리즈  시즌 2 

능력향상 시리즈는 컴퓨터를 잘 다루지 못하는 일반인, 컴퓨터를 처음 접하는 어르신들을 위해 만들어졌습니다. 실생활에 바로 적용할 수 있는"
157,건축을 위한 라이노 Rhino3d for Architecture ,이진모,우리북,『건축을 위한 라이노 Rhino3d for Architecture 』는 처음 라이노를 경험하는 건축학도 및 실무자들을 위한 책으로 건축작업을 충실하게 배울 수 있다. 기존의 프로그램 서적이 명령어 하나하나를 성실하게
158,Autodesk 틴커캐드 TinkerCAD  + 3D 프린팅,김차희,메카피아,"[Autodesk 틴커캐드 TinkerCAD  + 3D 프린팅]은 틴커캐드 TinkerCAD 로 모델링하고 3D프린터로 출력하는 과정과 마인크래프트 게임 응용까지의 내용을 소개하고 있습니다. 깔끔한 인터페이스와 심플한 기능, 직접"
159,3D 프린팅 & 모델링 활용 입문서 개정판 ,노수황,메카피아,"4차 산업혁명 시대가 도래함에 따라 그 어느 때보다 창의융합 교육이 주목받고 있으며, 현재 국내 일선 교육기관에서도 다양한 교육 커리큘럼을 개발하며 과학기술과 공학기술을 접목한 STEAM 교육을 어떤"
160,LabVIEW 객체지향 프로그래밍 기초,류용재,인피니티북스, 
161,마야도,에스케 요시노브,비엘북스,"리깅 캐릭터 셋업 을 만화로 배운다고? 그러나 우습게 보면 금물!
이 책은 만화라는 친근한 매체를 이용해서 MAYA의 복잡한 리깅 프로세스를 아주 친절하고 쉽게 설명하는 책으로, CG 스튜디오의 신입 모델러가"
162,서브스턴스 디자이너 시작하기,안원철,비엘북스,"세계 최초로 출간된 PBR 텍스처 제작 툴 서브스턴스 디자이너의 입문

서브스턴스 디자이너 Substance Designer 는 Allegorithmic 사에서 개발한 텍스처 제작 솔루션입니다. 서브스턴스 디자이너에서는 PBR이라"
163,서브스턴스 디자이너 손맵 스타일로 시작하는 ,박예동  환상정원 ,비엘북스,"노드로 완성하는 손맵 스타일의 텍스처 제작방법
이 책에서는 손으로 텍스처 맵을 그리는 손맵 핸드페인팅 기법  스타일을 서브스턴스 디자이너로 만드는 과정에 대해서 소개합니다. 손맵 스타일의 텍스처가"
164,서브스턴스 페인터 시작하기,이경민,비엘북스,서브스턴스 페인터 Substance Painter 는 전 세계 수많은 아티스트들이 사용하고 있는 강력한 3D 텍스처 페인팅 툴입니다. 리얼타임 그래픽이 사실적인 CG 그래픽과 견주고 있는 것은 리얼타임 그래픽 엔진의
165,디자이너's Pro 편집 디자인 편집 업무별 실무 프로젝트로 배우는  CD1장포함 ,커뮤니케이션 디오,길벗,디자이너들에게 필요한 정보는 무엇일까? 단순한 인디자인 기능 설명일까? 고민 끝에 갓 디자이너가 되었을 때 고민했던 내용을 담은 책『디자이너's Pro 편집 디자인』. 다년간 실무에서 편집 디자인을 하고
166,크리에이티브 CINEMA 4D,김기봉,비제이퍼블릭,"동영상 강의와 함께 CINEMA 4D 제대로 배우기

막상 독학으로 도서를 구입하여 공부하려고 해도, 국내에서는 CINEMA 4D에 대해 기초부터 제대로 정리한 이론과 실습 자료가 다른 3D 그래픽 프로그램 서적에 비해"
167,Adobe XD 가이드북,오성수,비제이퍼블릭,Adobe XD는 UX 프로토타이핑 분야의 복잡하고 다양한 요구 사항을 훌륭하게 충족시킬 수 있도록 빠르고 쉬우면서도 강력한 성능을 목표로 제작된 응용 프로그램입니다. 이러한 특성은 여러 그래픽 응용 프로그램을
168,인벤터 활용 3D설계실무능력 단기완성 ,서관덕,피앤피북,"본 교재는 3D 설계 전문 소프트웨어인 Inventor 2017을 베이스로 구성되었다. 현재 시중에 판매되고 있는 국가기술자격시험에 맞춰진 도면 교재들과는 달리, 기본적인 기능 매뉴얼을 수록하여 풍부한 예제도면과"
169,포토샵×일러스트레이터를 연동한 작업의 정석 CD1장포함 ,김두한,길벗,"『포토스트레이터』는 포토샵과 일러스트레이터를 함께 효과적으로 사용하는 방법과 디자이너가 꼭 알아 두어야 할 실무 테크닉 및 프로세스를 담았습니다. 실무 디자이너의 똑똑한 포토샵과 일러스트레이터, 즉"
170,포토스케이프 이미지 편집 단계별 정복하기 Start! 첫걸음 시리즈 ,김수진,아티오,이 책은 스마트 폰 등으로 촬영하거나 인터넷 등에서 다운받은 이미지에 대해 무료 소프트웨어인 포토스케이프를 이용하여 다양하게 편집하여 이용할 수 있도록  쉬운 예제와 큰 화면을 활용한 원포인트 방식의
171,포토샵&일러스트레이터CC 기초+활용 실습 전문가의 스킬을 따라 배우는  원리쏙쏙 IT 실전 워크북 시리즈 2,유윤자,아티오,"이 책은 총 3개 파트로 나누어 1부에서는 포토샵, 2부에서는 일러스트레이터 기본 기능을 마스터한 후, 3부에서 2개 프로그램을 같이 사용하는 실전 연습 형태로 구성되었습니다.
특히, 포토샵과"
172,MAYA 초보자를 위한 캐릭터 모델링 2018  2016이상  CD1장포함 ,이남국,와일드큐브,이 책과 DVD에서는 기본적인 모델링 Tool 뿐만 아니라 모델링의 2가지 형태인 Hard Surface 모델링과 일반적인 캐릭터 모델링을 다루고 있습니다. 초보자가 진행과정을 따라할 수 있도록 어렵지 않은 예제를
173,애프터이펙트와 시네마4D 연계 ANIVFX 프로젝트 강좌 시리즈 3D 타이틀 편,이남국,와일드큐브,애프터이펙트나 시네마4D의 많은 기능들을 기계적으로 단순히 설명하는 일반적인 교재와는 달리 애프터이펙트와 시네마4D연계ANIVFX프로젝트강좌시리즈 DVD 는 실제 영상 제작프로젝트를 진행할 때 필요로 하는
174,Maya 마야  이남국의 FX 강좌 시리즈 PDI 파괴씬 제작,이남국,와일드큐브,Pull Down It PDI 는 대량의 파편을 만들고 만들어진 파편들을 매우 쉽고 빠르게 시뮬레이션할 수 있습니다. 특히 마야 Maya 의 애니메이션 기능과 쉽게 연동 되어 애니메이터가 쉽게 작업을 진행할 수 있습니다.
175,"Maya,이남국의 Lighting 강좌  Arnlod Renderer  USB",이남국,와일드큐브,"CG 영상 제작에서 연출자의 의도를 관객에게 표현하기 위한 중요한 전달 방법 중 하나가 조명 Lighting 입니다.
기술이 발전하면서 이제 CG Lighting의 작업 과정은 실제 촬영 현장에서의 작업과 더욱더 유사하게"
176,일러스트레이터 비밀강의: 툴과 메뉴의 모든 것 개정판 ,유용완,다원티앤에스,▶ 이 책은 일러스트레이터를 다룬 이론서입니다.
177,3D 초급자를 위한  MAYA 2018 Key-frame Animation,이승엽,이오,한정된 시간에 이루어지는 수업의 효율성을 높이기 위해 3D 컴퓨터 애니메이션 제작에 필요한 기능과 기법 책을 5단계로 나누어 쓰게 되었습니다. 지금까지 다른 책에서 소개했던 예제를 모아 2018 기능으로
178,3D 초급자를 위한 MAYA 2017 Modeling,이승엽,이오,"[3D 초급자를 위한 MAYA 2017 Modeling]은 초급자도 쉽게 따라할 수 있도록 20여 개의 예제로 상세히 설명했다. 지금까지 다른 책에 소개했던 모델링 예제를 모아 2017 기능으로 수정하고, 새로 추가된 Sculpting"
179,Cinema 4D 처음 시작하는  개정판 2판 ,Tamura Makoto,마루인터내셔널,"Cinema 4D는 영상 산업과 건축 업계, 제품, 모션그래픽, 프로젝션 맵핑 등 다양한 업종에서 사용되고 있는 통합 3D 프로그램입니다. 
이 책은 Cinema 4D를 처음 접하는 분을 위해 쓰여졌습니다. 이론부터"
180,LabVIEW 모터 제어 개정판 ,곽두영,랩뷰교육원,"[LabVIEW 모터 제어]는 LabVIEW를 이용하여 Motor를 제어하는 방법을 설명하는 책이다. 책에서는 모터의 원리 및 종류, 그리고 종류별 장단점, 결선 방법, LabVIEW로 제어하는 방법 등을 설명하고, 실제"
