순위,제목,저자,출판사,요약
86,컴퓨터 구조 및 설계 5판 ,David A. Patterson,한티미디어,"이 책은 어셈블리 언어와 논리 설계에 지식이 있으면서 컴퓨터를 어떻게 설계하는지, 시스템이 어떻게 동작하는지, 왜 그 정도의 성능을 내는지를 알고 싶어 하는 사람은 물론이고, 기본적인 컴퓨터 구조에 대해"
87,리버싱 핵심 원리,이승원,인사이트,악성 코드 분석가의 리버싱 이야기『리버싱 핵심 원리』. 프로그램의 내부를 깊이 들여다보고 조작할 수 있는 기법인 ‘리버싱’에 필요한 핵심 원리를 50여개 장을 통해 꼼꼼하게 설명한 책이다. 리버싱 기술의
88,컴퓨터 과학 로드맵 한 권으로 그리는 ,블라드스톤 페헤이라 필루,인사이트,"알고리즘, 데이터 구조, 데이터베이스, 컴퓨터 구조, 다양한 언어의 프로그래밍 패러다임. 주제마다 두툼한 책 한 권이 될 수 있는 내용을 이 얇은 책에서 모두 다루고 있습니다. 컴퓨터과학의 각 주제 중에서"
89,알고리즘 트레이닝 프로그래밍인사이트 ,안티 라크소넨,인사이트,『알고리즘 트레이닝: 프로그래밍 대회 입문 가이드』는 오늘날의 경진 프로그래밍에 관해 종합적으로 설명하고 있는 책이다. 이 책의 저자는 경진 프로그래밍이 가장 훌륭한 알고리즘 공부법이라고 주장하고
90,그래서 컴퓨터는 어떻게 동작하나요? Programming Insight 시리즈 ,J. 클라크 스코트,인사이트,우리는 흔히 컴퓨터를 매우 복잡한 기계라고 생각합니다. 그런데 이 책은 컴퓨터가 실은 간단한 부품을 차곡차곡 쌓아 올려 만든 단순한 기계이며 이러한 부품들이 상호 작용하는 방법을 이해하면 컴퓨터의 동작
91,텐서플로 첫걸음,조르디 토레스,한빛미디어,구글이 만든 차세대 딥 러닝 시스템 텐서플로 입문서 『텐서플로 첫걸음』. 복잡한 이론 설명이 아니라 실제로 예제를 코딩하며 텐서플로를 빠르게 익히는 것을 목표로 한다. 머신 러닝 분야의 표준 언어인
92,4차 산업혁명 시대의 컴퓨터 개론 개정판 6판 ,김대수,생능출판사,컴퓨터 기술의 발전과 정보통신 기술의 획기적인 발달은 우리의 일상생활을 크게 변화시키고 있다. 십여 년 전에는 미처 생각지도 못했던 생활환경이 우리 눈앞에 다가온 것이다. 최근에는 디지털 혁명을 바탕으로
93,C로 쓴 자료구조론 2판 ,Horowitz,교보문고,"권위있는 자료 구조 교과서 『C로 쓴 자료구조론』. 2판에서는 배열, 스택, 큐, 연결 리스트, 트리, 그래프와 같은 자료구조와 모든 소프트웨어의 기반을 이루고 있는 정렬 및 해싱과 같은 기법에 대해"
94,케라스 딥러닝 실전 파이썬에 기반한 ,씨에량,광문각,2006년 머신러닝 분야는 중요한 전환점을 맞이하였다. 캐나다 토론토대학교의 머신러닝 분야의 대가 Geoffrey Hinton 교수와 그의 학생 Ruslan Salakhutdinov는 “Science”에서 Deep Belief Networks에 관한
95,읽기 좋은 코드가 좋은 코드다,더스틴 보즈웰,한빛미디어,"이 책은 코드를 작성할 때 언제나 적용할 수 있는 기본적인 원리와 실전적인 기술에 초점을 맞추고 있다. 누구나 쉽게 이해할 수 있는 코드를 예제로 사용하고, 각 장은 코딩과 관련한 다양한 측면을 파고든다."
96,NoSQL & Redis 빅데이터 저장 및 분석을 위한 ,주종면,데이터북,"ㆍ 도서 특징
⑴ Redis의 주요 구조와 기술들을 도형 그림을 통해 체계적인 설명과 원리 위주로 학습합니다.
⑵ 각 장에서 소개하는 기술들에 대해 실습이 가능하도록 구성되어 있습니다. Redis의 핵심 솔루션"
97,머신러닝 솔루션 전문가를 위한  데이터 사이언스 시리즈 36 ,잘라지 트하나키,위키북스,"머신러닝 machine learning, ML 을 이용하면 프로그램을 명시적으로 작성하지 않고도 데이터에 숨어 있는 통찰력을 드러낼 수 있다. 이 책은 업무 중 생길 수 있는 모든 머신러닝 문제를 푸는 열쇠 역할을 한다."
98,누구나 자료 구조와 알고리즘,제이 웬그로우,길벗,"수학 용어와 전문 용어가 아니어도 이해한다
이 분야의 책은 대부분 컴퓨터 공학 전공자를 대상으로 쓰였거나 고등학교 수학을 잘 안다고 가정하고 있다. 쉽게 설명했다는 책도 전문 용어로 가득하다. 비전공자나"
99,"머신러닝, 딥러닝 실전입문 iPhone/Android 애플리케이션개발자를 위한 ",후루카와 히데카즈,터닝포인트,"이 책은 iPhone/Android 애플리케이션에서 ""머신러닝"" 기능을 적용해 볼 수 있는 방법을 소개하고 있다. 다른 머신러닝 서적에 비해 이 책에서는 iPhone/Android 앱 개발자 전용으로 머신러닝 기능을 다루고"
100,마이크로서비스와 컨테이너,파르민더 싱 코셔,에이콘출판,마이크로서비스의 개념과 장단점을 자세히 살펴보고 마이크로서비스 기반으로 새로운 애플리케이션을 제작하는 방법을 소개한다. 또한 기존에 모놀리식으로 제작한 애플리케이션을 마이크로서비스 기반으로
101,마스터 알고리즘,페드로 도밍고스,비즈니스북스,"알파고와 제4차 산업혁명이 이슈 됨에 따라 인공지능과 머신러닝에 대한 관심 또한 증가하였다. 구글, 마이크로소프트, 페이스북, 아마존 등 거대 기업들도 앞다투어 머신러닝에 투자를 하고 있다. 이 책 『마스터"
102,컴퓨터 시스템 3판 ,Randal E. Bryan,피어슨에듀케이션코리아,▶ 이 책은 컴퓨터 시스템에 대해 다룬 이론서입니다. 컴퓨터 시스템의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.
103,아두이노 배우면서 사물 인터넷 loT  직접 코딩하기,서민우,앤써북,"수준 높은 사물 인터넷 구축에는 아두이노 우노보다 아두이노 메가가 좋다! 

책은 440쪽의 분량에 아두이노를 이용하여 프로젝트를 수행할 때 도움이 될 수 있는 2가지 스케치 구성법을 소개하고 있습니다."
104,소프트웨어 장인 로버트 C. 마틴 시리즈 ,산드로 만쿠소,길벗,"이 책에서 풀어낸 소프트웨어 장인정신의 프로페셔널리즘, 기술적 탁월함, 고객 만족은 애자일, 린 lean  원칙들과 시너지를 일으켜 소프트웨어 업계를 한 단계 도약시킬 수 있다. 또한 프로젝트와 개발자를 공장"
105,스마트팩토리 그림으로 이해하는 ,카와카미 마사노부,위키미디어,"현장에서 본사까지, 생산관리에서 전략기획 부서까지 스마트 공장 도입을 위한 생생한 경험

단원마다 이해를 돕는 그림을 제시해 스마트 공장을 이해하고 구축하는 데 필요한 요점을 하나하나 짚어줍니다."
106,소프트웨어 개념 사전 코딩책과 함께 보는  궁리 IT's story 시리즈 ,김현정,궁리,"컴퓨터를 모르면 ‘컴맹’이라는 말을 사용했던 시절이 있었지만, 이제 컴퓨터를 모르는 사람이 없을 정도로 컴퓨터는 모든 사람의 상식이 된 지 오래다. 가까운 미래에는 과거의 ‘컴맹’처럼 소프트웨어를"
107,미래를 바꾼 아홉 가지 알고리즘 acornLoft ,존 맥코믹,에이콘출판,"컴퓨터 세상을 만든 기발한 아이디어들 『미래를 바꾼 아홉 가지 알고리즘』. 오늘날 우리는 궁금한 것이 있으면 인터넷 검색엔진에 검색어를 입력하고, 필요한 물건이 있으면 인터넷 쇼핑몰에서 구입한다. 저자"
108,사물인터넷 시대의 RF 공학,기현철,한티미디어,『사물인터넷 시대의 RF 공학』에서는 사물인터넷 속에서 꽃 피울 수 있는 근거리 무선 기술과 RF 기술을 이용한 센서 등 사물인터넷과의 융합이라는 관점에서 RF 기술을 살펴보고자 한다.
109,컴퓨터 프로그램의 구조와 해석 2판  Program Programming Programmer 3 ,해럴드 애빌슨,인사이트,"[컴퓨터 프로그램의 구조와 해석]은 MIT 컴퓨터 과학 입문 교과 과정에서 쓰는 교과서로, 프로그래밍 언어 문법이 아닌 프로그램의 뼈대를 구성하는 기술을 익히게 도와주는 책이다."
110,마이크로서비스 아키텍처 구축,샘 뉴먼,한빛미디어,"마이크로서비스는 기존 대용량 시스템의 복잡성과 운영 ㆍ배포 ㆍ유지보수의 문제점을 해결할 새로운 대안이다. 이 책은 마이크로서비스 아키텍처를 구축, 관리할 때 고려할 문제와 이에 관한 포괄적 시각과"
111,비버 챌린지. 1,Bebras Korea,생능출판사,"Bebras Challenge 공식 교재 

2017년은 컴퓨팅 사고력 신장을 위한 한국 정보 교육 구체화의 출발점이 되는 해이다. 비버 챌린지는 현재 58개국에서 시행되고 있는 최고의 컴퓨팅 사고력 챌린지로, 2017년은"
112,1억배 빠른 양자 컴퓨터가 온다 누구나 읽을 수 있는 IT 과학이야기 3 ,니시모리 히데토시,로드북,"인공지능이 세상을 바꿀 것 같은 위세를 떨치고 있지만, 아직까지도 넘어야 할 수많은 난제들이있다. 엄청나게 복잡하게 얽힌 최적 조합 찾기 문제 등 많은 문제가 현재의 시스템으로는 불가능에 가깝다. 그러한"
113,컴퓨터 비전 Computer Vision  IT CookBook 168 ,오일석,한빛아카데미,"컴퓨터 비전의 기본 이론 및 최신 방법론을 살펴보려는 학생/개발자/연구자를 위한 책이다. 기본 뿌리인 동작 원리를 이해함으로써 문제 해결력을 기르고, 효과적인 컴퓨터 비전 시스템 설계 능력까지 키울 수"
114,기계 학습,오일석,한빛아카데미,"1.기계 학습의 A부터 Z까지 폭넓게 다루고, 특히 딥러닝을 깊이 있게 설명한다.
2.어렵고 방대한 주제이지만 친절하고 자세하게 설명해서 입문자를 배려한다.
3.다양한 그림과 예제, 알고리즘을 함께 제시해서"
115,쉽게 배우는 알고리즘 개정판  IT Cookbook 한빛 교재 시리즈 229 ,문병로,한빛아카데미,"귀납적 사고를 통한 문제 해결 기법 훈련

알고리즘에 대한 지식을 기반으로 제대로 프로그래밍을 하는 이들뿐만 아니라, 알고리즘 속에 깃들어 있는 여러 가지 생각하는 방법, 자료구조, 테크닉을 통해"
116,운영체제 쉽게 배우는  IT COOKBOOK 238 ,조성호,한빛아카데미,"명쾌한 비유와 사례로 쉽게 배우는
운영체제의 구조와 원리

컴퓨터 관련 학과 학생을 대상으로 운영체제의 구조와 원리를 설명한 책입니다. 주요 개념은 일상생활의 사례를 통해 쉽게 이해하고, 개념 간의 관계는"
117,"파이썬을 이용한 머신러닝, 딥러닝 실전 앱 개발 위키북스 데이터 사이언스 시리즈 32 ",쿠지라 히코우즈쿠에,위키북스,"최근에는 머신러닝/딥러닝 환경을 갖추기만 하면, 누구라도 쉽게 머신러닝/딥러닝을 할 수 있게 되었습니다. 그래서 다양한 서비스와 애플리케이션에서 머신러닝을 활용하는 경우를 볼 수 있습니다.

이 책은"
118,하이퍼레저 패브릭 철저 입문 위키북스 해킹 & 보안 시리즈 17 ,토모노리 시미즈,위키북스,"오픈소스 블록체인 플랫폼 '하이퍼레저 패브릭' 실무 해설서!

'하이퍼레저 패브릭'은 블록체인을 활용한 업무 시스템을 구축하고 운영하기 위한 소프트웨어 기반이다.

이 책은 하이퍼레저 패브릭의 개요부터"
119,리얼월드 알고리즘,파노스 루리다스,길벗,이 책은 현실 세계의 다양한 문제를 예시로 제시하고 문제를 해결하는 과정을 수학적이고 논리적으로 설명한다. 문제를 정의하는 데서 출발하여 세련되고 효율적인 알고리즘을 도출하기까지의 과정을 자세히
120,파이썬을 활용한 비지도 학습 데이터 과학 ,벤자민 존스턴,에이콘출판,다양한 예제를 통해 파이썬을 사용한 비지도 학습을 자세하고 친절하게 설명한다. 머신 러닝을 잘 모르는 독자라도 이 책을 따라가다 보면 손쉽게 비지도 학습의 개념을 이해하고 자연스럽게 자신만의 데이터로
121,처음 배우는 머신러닝,김승연,한빛미디어,이 책은 구글과 라쿠텐 머신러닝 개발자가 초보자 눈높이에서 머신러닝의 핵심 이론과 실용적인 예제를 제시합니다. 머신러닝 입문자가 이론을 바탕으로 강력한 성능을 내는 머신러닝 시스템을 구현하고 사용할 수
122,블록체인 프로그래밍 엔지니어를 위한 ,다고모리 데루히로,한빛미디어,"이 책의 대상 독자는 블록체인을 활용하여 새로운 애플리케이션을 개발하려는 엔지니어다. 특히 안심하고 블록체인을 이용할 수 있는 보안 대책을 주로 다룬다.
1~2부에서는 블록체인 기술과 비트코인 네트워크의"
123,인공지능. 2: 현대적 접근방식 3판 ,스튜어트 러셀,제이펍,"이 책은 논리학, 확률, 연속수학과 지각, 추론, 학습, 동작, 그리고 초소형 전자기기부터 로봇 행성 탐사 차량에 이르기까지 모든 것을 포괄하는 인공지능 분야의 전 면모를 다루고 있다. 그중 이 책을 관통하는"
124,클린 소프트웨어 반양장 ,로버트 C. 마틴,제이펍,"소프트웨어 개발을 위한 사려 깊은 조언으로 가득한 책! 《클린 코드》를 비롯한 베스트셀러 저자이자 소프트웨어 개발 전문가로 저명한 로버트 C. 마틴은 이 책을 통해 소프트웨어 개발자, 프로젝트 관리자,"
125,소프트웨어 악취를 제거하는 리팩토링,기리쉬 서야나라야나,길벗,『소프트웨어 악취를 제거하는 리팩토링』은 소프트웨어 개발자가 설계 원칙을 어길 때 어떤 악취가 발생하는지를 파악하여 설계 과정에서 직면한 다양한 도전을 탐구한다. 코드 수준보다 추상화 단계가 높은 설계
126,R로 배우는 텍스트 마이닝,줄리아 실기,제이펍,요즘 사용할 만한 데이터는 비정형 데이터이거나 텍스트 위주로 구성되어 있다. 하지만 이러한 데이터는 분석가들이 일상적으로 사용하는 데이터 랭글링 도구나 시각화 도구를 적용하기가 쉽지 않다. 그러나
127,파이토치 첫걸음 아이러브A.I. 16 ,두세교,제이펍,고도의 기술을 배운다고 해서 그 시작도 어려워야만 할까요? 이 책은 미간 찌푸리지 않고 부담 없이! 마음 편히! 임할 수 있는 파이토치 입문용 최강 서적입니다. 학습을 위한 자세한 예제는 물론이고 자칫
128,알파고를 분석하며 배우는 인공지능 제이펍의 인공지능 시리즈 17 ,오츠키 토모시,제이펍,"알파고를 통해 인간의 지혜를 넘어선 한 수의 비밀을 탐구한다!
인공지능은 어떻게 인간의 두뇌를 뛰어넘도록 설계되고 진화했을까?
이세돌을 비롯한 많은 프로 바둑기사를 제압한 알파고를 통해 인공지능의"
129,신경망과 심층학습 제이펍의 인공지능 시리즈 19 ,차루 C. 아가르왈,제이펍,▶ 이 책은 뉴럴 네트워크와 딥러닝을 다룬 이론서입니다.
130,프리-오픈소스 소프트웨어 혁명의 역사,크리스토퍼 토찌,지식함지,"“코드는 자유롭게 태어났으나 모든 곳에서 사슬에 묶여 있다.”

1980년대에 혁명이 있었다. 엄청난 결과를 가져온 이 혁명은 소프트웨어의 자유를 회복하기 위한 혁명이었다.

소프트웨어 소스 코드를"
131,머신러닝 쉽게 이해하기,에템 알페이딘,유엑스리뷰 UX REVIEW ,"이 책은 데이터로부터 학습을 하는 컴퓨터 프로그램인 머신러닝을 간단명료하게 설명한다. 머신러닝 관련 개념과 원리를 공학수학에 대한 지식이 없는 비전공자도 쉽게 이해할 수 있도록 상세히 풀어냈으며, 추천"
132,아두이노 Arduino  상상을 현실로 만드는  개정판 ,박경진,에듀아이,▶ 아두이노에 관한 내용을 담은 전문서적입니다.
133,머신러닝 TensorFlow.js JavaScript,김영보,생각나눔,"자바스크립트와 TensorFlow.js 환경에서 머신러닝 구현

이 책은 머신러닝 개념서가 아니다. 자바스크립트와 TensorFlow.js 환경에서 머신러닝 구현을 위한 책이다. 기초부터 하나씩 다져가면서 점진적으로"
134,파이썬으로 배우는 블록체인 구조와 이론,조성현,위키북스,"이 책은 블록체인의 기능에 대한 문제점과 보완 방법 등에 관해 활발히 토론이 이뤄지고 있는 개발자 커뮤니티와 개발 제안 문서 Bitcoin Improvement Proposals, BIP 의 내용을 중심으로 집필이 됐다. 따라서"
135,알고리즘 산책: 수학에서 제네릭 프로그래밍까지,알렉산더 A. 스테파노프,길벗,"알렉산더 스테파노프가 설명하는 프로그래밍과 수학 이야기
제네릭 프로그래밍의 개념을 적용해 STL을 만든 스테파노프가 강의하고, 다니엘 로즈가 정리한 프로그래밍과 수학 이야기. 제네릭 프로그래밍의 원리와"
136,오늘부터 나도 블록체인 앱 메이커,장성균,지식과감성,이 책은 가상화폐의 주목과 함께 떠오른 보안의 새 패러다임인 블록체인에 대해 설명하고 있다. 여기에서는 물물교환부터 오늘날 가상화폐에 이르기까지 화폐의 역사를 살펴보고 미래 사회의 화폐를 전망한다.
137,그림과 수식으로 배우는 통통 인공지능 제이펍의 인공지능 시리즈 8 ,타니구치 타다히로,제이펍,"이 책은 주인공인 바퀴오리 2호가 미로를 빠져나가 스핑크스를 물리치는 여정을 담고 있다. 인공지능이 탑재된 바퀴오리 2호는 미로로 구성된 던전에서 최적의 경로를 선택하고, 적을 피하고, 보물을 획득하고,"
138,구글에서 배우는 딥러닝,닛케이 빅데이터,영진닷컴,『구글에서 배우는 딥러닝』은 구글의 엔지니어들과의 취재를 통해 어려운 용어나 수식 없이 전반적인 딥러닝 기술의 개요에 대해 쉽게 알 수 있도록 풀어내고 있다. 미래 비즈니스의 중심이 되는 딥러닝 기술에
139,컴퓨터 개론 쉽게 배우고 이해하는 ,김두진,영진닷컴,"컴퓨터에 대한 모든 것!
컴퓨터와 IT 지식을 위한 입문서!

이 책은 컴퓨터의 개요, 논리 회로, 소프트웨어, 네트워크 등 컴퓨터에 대한 기초적이고 이론적인 내용을 다루고 있으며, 최근 IT 시장의 화두로"
140,필수 알고리즘 with 파이썬 핵심 개념과 실전 문제로 마스터하는 ,박선주,영진닷컴,"핵심 개념과 실전 문제로 마스터하는 필수 알고리즘 with 파이썬

이 책은 핵심 개념과 실전 문제 2개의 파트로 나눠서 알고리즘의 모든 것을 배울 수 있는 도서입니다. 
핵심 개념 파트에서는 파이썬의"
141,전자용어사전 E+  양장본 HardCover ,월간전자기술,성안당,"전자용어사전. 이 사전은 전기 자기학을 비롯하여 전자 회로, 전자 재료, 전자 부품, 전자 기기는 물론, 반도체 공학, 안테나 공학, 전파 공학, 전파 항법, 전자 통신, 컴퓨터, 자동 제어, 방송 기술, 반송 기술"
142,OS가 보이는 그림책,"ANK Co., Ltd.",성안당,None
143,아두이노를 이용한 사물인터넷 기초부터 실무까지,김경희,동일출판사, 
144,파이썬 코딩 수학 with 딥러닝,박경원,정보문화사,이 책은 코딩을 처음 시작하는 중학생은 물론 성인들에게도 아주 자연스럽게 코딩을 배울 수 있도록 유도합니다. 우리가 배웠던 ‘수학에 이러한 로직이 있었구나’를 되새기면서 이를 코딩으로 직접 구현해 볼 수
145,파이썬으로 배우는 인공지능 acorn+PACKT 시리즈 ,프라틱 조쉬,에이콘출판,『파이썬으로 배우는 인공지능』은 인공지능을 활용하는 다양한 실제 사례와 인공지능 애플리케이션을 구현하는데 필요한 여러 가지 알고리즘을 소개한다. 인공지능의 개념을 소개하고 데이터 마이닝 기법으로
146,자바 딥러닝의 핵심 acorn+PACKT 시리즈 ,유스케 스고모리,에이콘출판,인공지능의 열풍이 불고 있다. 알파고를 통해 더욱 대중적으로 알려진 딥러닝은 머지 않아 모든 개발자들이 알아야 할 필수 기술이 될 것이다. 딥러닝의 학습에 있어서 가장 중요한 것은 알고리즘의 이해와
147,대용량 아키텍처와 성능 튜닝,조대협,프리렉,[대용량 아키텍처와 성능 튜닝]은 소프트웨어 개발의 청사진이 되는 소프트웨어 아키텍처 설계에 대한 방법을 실용주의 관점에서 다룬다. 책에서는 실무에서 직접 겪고 다듬어온 아키텍처 설계 방법론과 근래에
148,소프트웨어 품질관리 실무 가이드,정보통신산업진흥원,프리렉,None
149,누워서 읽는 알고리즘,임백준,한빛미디어,"[누워서 읽는 알고리즘]은 실전 프로그래밍을 업으로 삼고 있는 독자와 함께 가볍게 ‘수다’를 떨면서 우리가 매일 수행하는 ‘일’이 얼마나 재미있는지, 얼마나 아름다운지, 그리고 얼마나 창조적인지를"
150,아두이노 101,서영배,한빛미디어,"『아두이노 101』은 아두이노의 기본적인 사용을 간결한 설명과 프로젝트 예제로 배울 수 있다. 프로그래밍의 기초, 하드웨어의 기초를 쉽게 설명하며 기본적인 센서, 모터뿐만 아니라 무선 통신, 디스플레이까지"
151,자료구조의 이해 파이썬과 함께하는 ,양성봉,생능출판사,컴퓨터를 전공하는 학생들에게 자료구조는 아무리 강조해도 지나치지 않을 만큼 중요한 전공과목이다. 컴퓨터 전공의 근간이 되는 프로그래밍 언어를 잘 이해하고 있더라도 자료구조에 대한 기본지식 없이 실제
152,인공지능,이건명,생능출판사,"이 책은 핵심 이론, 응용, 도구, 부록편으로 구성되어 있다. 이론편인 1장부터 6장까지는 인공지능 핵심 이론이라 할 수 있는 탐색과 최적화, 지식 표현과 추론, 기계학습, 딥러닝, 계획수립에 대해서 다룬다."
153,텐서플로우 원리와 응용,황원지앤,광문각,텐서플로우 TensorFlow 는 구글이 2015년 11월 개발한 머신러닝 Machine Learning  ? 딥러닝 Deep Learning  프레임워크이다. 텐서플로우로 개발된 알파고 마스터 AlphaGo Master 가 한국?중국 ?일본의 바둑
154,구글 딥러닝 프레임워크: 텐서플로우 실전 예제로 플어보는 ,정저위,광문각,"최근 들어 뉴스, 블로그 등 여기저기서 ‘딥러닝’이란 단어를 쉽게 접할 수 있습니다. 수십 년 동안 인공지능 기술은 끊임없이 발전하고 있지만, 딥러닝 같은 학계와 산업에서 각광받는 기술은 10년간 어려움을"
155,코드이노로 배우는 21개의 프로젝트 프로그래밍 시리즈 ,최선오,아카데미소프트,『코드이노로 배우는 21개의 프로젝트』는 코딩 프로그래밍 을 어렵지 않게 잼있는 예제와 방법으로 해결해 나가는 코딩교재입니다. 차시별로 다양한 스크래치 프로그래밍 기술을 이용하여 여러 가지 프로젝트를
156,조엘 온 소프트웨어,조엘 스폴스키,에이콘출판,"소프트웨어 개발내용을 다뤄 개발자들에게 인기가 높은 블로그인 조엘 온 소프트웨어 블러그에 실렸던 기사 중에서 유쾌하고 핵심을 찌르는 베스트 기사만 뽑아내 엮은 책으로, 개발자/관리자/CEO를 불문하고"
157,패턴인식  제2판  양장본 HardCover ,RICHARD O. DUDA,아이티씨,"컴퓨터공학 소프트웨어 전문서 개정2판. 이 책은 기계인지소개와 비파라미터적 기법, 선형판별함수, 추계학적 방법, 비감독형 학습과 클러스터링 등의 내용을 담았다."
158,이더리움 베이직 4차 산업혁명 총론 5 ,조수현,북스타,"지금 세계는 소프트웨어·디지털 혁신을 전 산업에 적용하는 4차 산업혁명으로 넘어가고 있습니다. 4차 산업혁명 시대의 주요 신성장 산업은 무인자동차, 3D 프린터, 가상현실, 지능형 드론, 사물인터넷, 지능형"
159,Operating System Concepts 에센셜 2판 ,Abraham Silberschatz,홍릉과학출판사,▶ 이 책은 운영체제론을 다룬 이론서입니다.
160,AVR ATmega128 마이크로컨트롤러 활용 WinAVR 컴파일러를 사용한  3판 ,이인석,홍릉과학출판사,▶ 이 책은 AVR을 다룬 이론서입니다.
161,컴퓨팅 사고력을 키우는 SW 교육: 엔트리 & 햄스터 SWEDU 2 ,황준,한빛아카데미,"『컴퓨팅 사고력을 키우는 SW 교육: 엔트리 & 햄스터』은 컴퓨터를 잘 모르고 프로그램을 처음 접하는 비전공자들이라도 자신의 창의적인 생각을 논리적으로 정리하고, 실현하는 데 도움을 받을 수 있습니다."
162,컴퓨터 과학 소프트웨어 세상을 여는  IT COOKBOOK 232 ,김종훈,한빛아카데미,"- 구성 및 특징 : 
① 컴퓨터 과학의 주요 이론을 10가지 영역으로 나누어 살펴봅니다.
② 단계별 그림과 함께 자세히 설명하여 입문자도 쉽게 이해할 수 있습니다.
③ 주요 알고리즘을 파이선으로 직접 코딩해"
163,정석으로 배우는 딥러닝 위키북스 데이터 사이언스 시리즈 8 ,스고모리 유우스케,위키북스,"『정석으로 배우는 딥러닝』은 단순 퍼셉트론부터 시작해서 다층 퍼셉트론, 심층 신경망, 순환 신경망 등 다양한 기법에 관해 설명합니다. 취급할 데이터의 종류에 따라 생각해야 할 과제도 다르므로 이에 맞춰"
164,기초 수학으로 이해하는 머신러닝 알고리즘 데이터 사이언스 시리즈 10 ,타테이시 켄고,위키북스,“머신러닝에 관심은 있지만 어떤 책을 봐도 수식이 나와서 공부하기 힘들다.” 이 책은 이런 독자에게 안성맞춤입니다. 이 책에서는 머신러닝을 공부하고 있는 프로그래머 ‘연아’와 친구 ‘소희’가 펼치는
165,"PyTorch를 활용한 머신러닝, 딥러닝 철저 입문 위키북스 데이터 사이언스 시리즈 22 ",코이즈미 사토시,위키북스,"이 책은 파이토치 PyTorch 를 사용한다. 파이토치는 딥러닝 라이브러리 중에서도 세계적으로 널리 쓰이는 Torch를 파이썬으로 포팅한 것으로, 페이스북이 자사 서비스에 활용하면서 주목받고 있다. 이 책은"
166,블록체인으로 구현하는 사이버 보안 위키북스 해킹 & 보안 시리즈 16 ,라즈니쉬 굽타,위키북스,"블록체인 애플리케이션 개발을 위한 단계별 지침과 실용적 예제, 조언!

블록체인 기술은 오늘날 가장 파괴적 혁신 기술로 환영받고 있다. 최초의 블록체인 기술은 비트코인에서 시작되어 디지털 화폐로서"
167,유니티 ML-Agents 따라 하면서 배우는  위키북스 데이터 사이언스 시리즈 23 ,마이클 랜햄,위키북스,연구자와 개발자는 유니티 머신러닝 에이전트와 유니티 에디터를 사용해 게임과 시뮬레이션을 만들 수 있다. 간편하게 사용할 수 있는 파이썬 API와 유니티 에디터를 연동해 지능형 에이전트를 머신러닝 기법으로
168,텐서플로로 시작하는 딥러닝 입문 데이터 사이언스 시리즈 26 ,아다치 하루카,위키북스,"『텐서플로로 시작하는 딥러닝 입문』은 지금부터 딥러닝을 공부하고 싶어 하는 독자가 딥러닝 방법을 이해하고, 직접 구현할 수 있게 하는 것을 목적으로 합니다. 딥러닝을 처음 공부하기 시작하는 개발자는"
169,딥러닝 모델 설계를 떠받치는 기술 위키북스 데이터 사이언스 시리즈 28 ,마이크 베르니코,위키북스,"신경망의 깊숙한 데까지 파고들어 모델을 훈련하고 최적화하자!

인공지능의 세계로 들어가는 데는 딥러닝이 핵심적인 필요조건이다. 이 책을 통해 실무 문제에 직면한 데이터 과학자는 딥러닝 기술에 더 다가설"
170,머신 러닝 부트캠프 with 파이썬,주식회사 시스템 계획 연구소,길벗,"복잡한 환경 설정? NO! 아나콘다 설치만으로 충분하다. 아나콘다 설치부터 사이킷런을 활용한 분류, 회귀, 클러스터링으로 기초를 탄탄하게 다진 후 손 모양 분류와 센서 데이터를 활용한 회귀 문제로 실전 감을"
171,수학 없이 배우는 데이터 과학과 알고리즘 데이터 과학 시리즈 ,애널린 응,에이콘출판,2017년 스탠퍼드대학교 CS102 빅데이터 강의에 활용된 이 책은 데이터 과학을 처음 시작하는 사람들에게 주로 사용되는 분석 기법과 핵심적인 머신 러닝 알고리즘의 원리를 실제 데이터를 바탕으로 설명하고 있다.
172,컴퓨터 비전과 딥러닝,라쟈링가파 샨무갸마니,에이콘출판,"딥러닝은 인공 지능에 혁명을 일으키고 있으며 앞으로 수십 년 동안 강렬하게 세상을 바꿀 기술이다. 심층 학습을 기반으로 한 인공 지능은 산업혁명과 비슷한 수준의 영향을 미칠 수 있다.
딥러닝은"
173,머신 러닝을 활용한 컴퓨터 보안,클라렌스 치오,에이콘출판,"2019년 대한민국학술원 우수학술도서 선정도서

컴퓨터 보안 문제를 해결하기 위해 활용할 수 있는 여러 머신 러닝 기술을 다루고 있는 실무 지침서다. 침입 탐지, 악성 코드 분류, 네트워크 분석 컴퓨터 보안"
174,Go를 활용한 머신 러닝,다니엘 화이트낵,에이콘출판,Go 언어를 머신 러닝 분야에 활용하는 내용을 다룬다. Go 언어는 요즘 널리 사용되는 다른 언어와 달리 단순함과 효율성을 강조하는 언어다. 이 책은 Go 언어를 활용해 생산성과 효율성이 높은 머신 러닝 프로그램
175,블록체인 완전정복 2판 ,임란 바쉬르,에이콘출판,"블록체인 기술의 전문가가 되는 데 필요한 블록체인 기술의 이론과 실제를 소개한다. 암호학, 암호화폐, 비트코인, 이더리움, 여러 블록체인 개발 플랫폼과 도구들을 아우르며 블록체인 기술과 관련 있는 모든"
