순위,제목,저자,출판사,요약
89,배프의 오지랖 파이썬 웹프로그래밍 Django 장고 로 쉽게 배우는 ,배프,디지털북스,"기초부터 실전 웹 서비스까지 다 담았다!
현직 개발자이자 IT강사인 배프의 강의와 실무를 통해 쌓은 노하우를 한 단계식 알려드립니다.
현 웹 프로그래밍 시장은 다양한 기술을 활용하여 얼마나 따른 시간 안에"
90,데이터 과학 밑바닥부터 시작하는 ,조엘 그루스,인사이트,라이브러리나 프레임워크와 같은 도구를 사용하지 않고 ‘밑바닥부터’ 만들어 보며 데이터 과학과 관련된 알고리즘을 알려 주는 기본서『데이터 과학』. 책 전반에 걸쳐 데이터 과학에 필요한 파이썬
91,실무에서 바로 쓰는 파워셸 프로그래밍인사이트 ,김도균,인사이트,"마이크로소프트에서 만든 파워셸은 운영체제 관리와 서비스 유지 관리, 배포 작업 등을 자동화할 수 있는 편리한 도구이며 크로스플랫폼을 완벽히 지원한다. 이 책은 파워셸을 제대로 배우고 효과적으로 활용하는"
92,디스커버리 Go 언어,염재현,한빛미디어,『디스커버리 Go 언어』는 구글 Go 언어 코드 가독성 승인 권한을 가진 저자가 좋은 코드와 나쁜 코드 그리고 멋진 코드를 두루 살펴보면서 얻은 노하우를 실전에 유용하게 Go 언어를 쓸 수 있도록 구성한 책이다.
93,UML 실전에서는 이것만 쓴다,로버트 C. 마틴,인사이트,『UML 실전에서는 이것만 쓴다』는 UML을 어떻게 이용해야 하는지 고민하는 현장 개발자를 위한 가이드북이다. 실무에서 꼭 필요한 다이어그램과 객체지향 설계 개념만을 다룬 이 책은 평범하고 나쁜 설계를 좋은
94,C & JAVA 프로그래밍 입문.1,김석현,삼양애드,"『C JAVA 프로그래밍 입문』은 프로그래밍을 위한 입문서이다. 이 책은 문제 해결 관점에서 프로그래밍을 하는 방법을 소개하고, 몇 가지의 예제를 통해 문제를 해결하는 방식을 제시했다. 이 책에 제시된 문제"
95,자기주도 C언어 프로그래밍 혼자서도 쉽게 익힐 수 있는  8판 ,김동규,복두출판사,▶ 이 책은 C언어 프로그래밍을 다룬 이론서입니다.
96,모두의 파이썬 X 알고리즘 합본호 ,이승찬,길벗,"파이썬 분야 2년 연속 베스트셀러 『모두의 파이썬』
알고리즘 입문서 1위 『모두의 알고리즘 with 파이썬』

베스트셀러 두 권을 한 권으로 합쳤다!
실속파를 위한 합본호 구성!

이 책은 『모두의 파이썬,"
97,모두의 라즈베리파이 with 파이썬 개정판 ,이시이 모루나,길벗, 
98,Kafka Streams in Action,윌리엄 베젝,에이콘출판,스트림 처리를 원하는 모든 개발자를 위한 책이다. 카프카 스트림즈 API로 스트림 처리 프로그램을 빠르고 쉽게 만드는 것부터 시작해서 프로세서 API로 저수준 제어가 가능한 스트림 처리 프로그램도 만들어
99,파이썬과 수치 해석 2판  데이터 과학 ,로버트 요한슨,에이콘출판,"Python을 사용해 과학과 공학 분야에 빈번히 등장하는 연산 문제를 해결하는 방법을 설명한다. Python 과학 연산 모듈인 Scipy, 배열처리 기본 모듈인 NumPy, 데이터 처리를 위한 기본 모듈인 Pandas, 머신 러닝을"
100,Flask 기반의 파이썬 웹 프로그래밍,이지호,제이펍,"[Flask 기반의 파이썬 웹 프로그래밍]은 웹 프로그램의 개발 과정에서 꼭 알아야 하는 내용으로 가득 차 있다. Flask로 웹 프로그램을 구현하는 방법, 그리고 개발자가 프로그램을 손쉽게 배포하는 방법부터"
101,Vue.js 퀵 스타트 빠르게 배워서 바르게 적용하는 ,원형섭,루비페이퍼,"이 책은 Vue.js의 문법과 이론을 시작으로 실무에서 바로 사용할 수 있는 애플리케이션을 직접 작성합니다. 더불어 이 예제 애플리케이션에 상태 관리 Vuex , 서버 통신 axios  라우팅 Vue-router  기능까지 계속"
102,C언어 코딩 도장,남재윤,길벗,"400개 이상의 다양한 연습문제로 배우는 프로그래밍 『C언어 코딩 도장』. 이 책은 130개 이상의 심사문제를 풀어 통과하기 때문에 이 과정에서 C언어가 아니라 C언어 프로그래밍을 배운다. 유닛 85개, 예제"
103,코틀린 프로그래밍 빅 너드 랜치의  아이러브모바일 36 ,조시 스킨,제이펍,"2019년 가장 유망하고 배워 둘 가치가 있는 프로그래밍 언어 중 하나로 선정된 코틀린!
‘빅 너드 랜치’의 풍부한 소프트웨어 교육과 개발 노하우가 담긴 코틀린 서적!

코틀린은 객체지향뿐만 아니라 함수형"
104,러스트 프로그래밍 공식 가이드,스티브 클라브닉,제이펍, 
105,이것이 당신에게 꼭 필요한 Notion,강슬기,비제이퍼블릭,"디지털화된 데이터들은 개인 일상이나 업무 프로세스에서 현대인들에게 편리함을 가져다주었지만 언제부터인가 더 잘 사용하기 위해 많은 시간을 들여서 콘텐츠를 정리해야만 했고, 특정 기능에 치중된 도구의"
106,구글로 공부하는 파이썬,김용재,비제이퍼블릭,"구글에서 찾는 파이썬 실전 예제 분석

파이썬을 체계적으로 설명한 좋은 강의나 글들이 많지만, 많은 경우 강사나 저자를 통해 잘 정제된 지식의 결과를 따라가는 방식이여서, 시간이 지나면 프로그램의 버전"
107,C 언어 본색 열혈강의 ,박정민,프리렉,"『C 언어 본색』은 C 언어를 처음 배우는 이들에게도 어렵지 않게 간단 명료한 예제를 가지고 기본 내용을 설명하고 있는 책이다. 크게 3파트로 구성되어 있으며, PART 1 'C 언어의 기초'에서는 C 언어의 기본적인"
108,CUDA 프로그래밍 예제로 배우는 ,제이슨 샌더스,비제이퍼블릭,"『CUDA 프로그래밍』은 CUDA 프로그래밍에 필요한 기본 환경 설정부터 CUDA에서 제공하는 다양한 기능의 활용법을 알려주는 CUDA 프로그래밍 입문서이다. 병렬 프로그래밍, 스레드 협력, 상수 메모리와 이벤트,"
109,C++ 기초 플러스 6판 ,Stephen Prata,성안당,None
110,예제가 가득한 C 언어 길라잡이 개정증보판 ,김은철,정보문화사,프로그래머라면 누구나 한 번쯤 배우게 되는 것이 C 언어입니다. C 언어를 공부할 때 가장 중요한 것은 손가락이 코드를 이해해야 합니다. 머리는 생각하고 있지 않은데 손은 이미 코드를 입력하고 있다면 그것이
111,크로스 플랫폼 데스크톱 애플리케이션 일렉트론과 NW.js를 사용한 ,폴 젠슨,프리렉,"일렉트론 프레임워크 창시자인 쳉 자오가 추천한 책
하나의 코드로 모든 운영체제에서 애플리케이션을 실행

데스크톱 애플리케이션 개발에는 전통적으로 고급 프로그래밍 언어와 특수 프레임워크가"
112,일 잘하는 평사원의 업무 자동화,이태화,프리렉,"업무 일지를 엑셀로 정리하고, 인터넷에서 본 뉴스 기사를 수집하고, 중요한 메일을 일괄 발송하는 작업 등 어렵지는 않지만 귀찮은 작업에 많은 시간을 쏟아붓고 있진 않나요? 사소하고 반복되는 작업을 자동화해"
113,코틀린으로 배우는 함수형 프로그래밍,조재용,인사이트,"어렵게만 느껴지는 함수형 개념을 충실히 설명하여, 실전에서 활용할 수 있는 지식이 될 수 있도록 한 책이다. 다양한 모범 예제를 보여주며, 배운 내용을 바로 활용해 볼 수 있는 실전응용 문제를 제시해 함수형"
114,하둡 완벽 가이드 4판 ,톰 화이트,한빛미디어,하둡 프로젝트의 커미터이자 핵심 설계자인 톰 화이트가 집필한 이 책은 하둡 창시자인 더그 커팅을 비롯한 프로젝트별 전문가의 강력한 조언이 충실하게 반영되어 오랫동안 하둡 개발자의 바이블로서 자리를
115,고성능 파이썬,미샤 고렐릭,한빛미디어,"파이썬은 느리다? 이 책 [고성능 파이썬]은 파이썬의 단 하나의 약점, 성능 문제를 해결해주는 다양한 전략을 소개한다. 파이썬의 관점에서 바라보는 컴퓨터 아키텍처와 동작 원리를 기본으로 깔고, 각종"
116,C++ STL 뇌를 자극하는 ,공동환,한빛미디어,인생은 '재미'와 '행복' 중심이 되어야 한다고 믿는 평범한 개발자 공동환의 『뇌를 자극하는 C++ STL』. C++ 입문자를 대상으로 STL의 동작 원리와 구현 원리를 학습하면서 핵심 원리를 터득하도록 구성한 C++
117,C# 입문 백견불여일타 ,정준석,로드북,이 책은 프로그래밍에 입문하고자 하거나 C# 언어를 새롭게 배우고자 하는 프로그래머를 위한 입문서이다. 개념과 예제 그리고 연습문제에 집중하여 기획되었다. 100개의 본문 예제를 반복하여 익히고 각 장마다
118,강화학습 입문 파이썬 예제와 함께하는 ,Sudharsan Ravichandiran,홍릉과학출판사,▶ 파이썬에 관한 내용을 담은 전문서적입니다.
119,엔터프라이즈 애플리케이션 아키텍처 패턴 재출간판  IT Leaders 24 ,마틴 파울러,위키북스,『엔터프라이즈 애플리케이션 아키텍처 패턴』은 엔터프라이즈 애플리케이션 개발자가 맞닥뜨리는 까다로운 과제를 극복하기 위해 저자가 알고 있는 내용을 바탕으로 책으로 엮어 독자들에게 제공한다. 유명한
120,파이썬 웹 프로그래밍 개정증보판  위키북스 오픈소스 & 웹 시리즈 78 ,주성식,위키북스,『파이썬 웹 프로그래밍』은 개발자에게 인기를 얻고 있는 언어인 파이썬과 마이크로 웹 프레임워크인 플라스크를 활용해 쉽고 재미있게 웹 애플리케이션을 개발하는 방법을 안내합니다. 이번 개정증보판에서는
121,시작하세요! 도커 위키북스 시스템 & 네트워크 시리즈 6 ,용찬호,위키북스,도커 컨테이너는 애플리케이션을 배포하기 위한 새로운 패러다임을 제시하는 가상화 환경입니다. 컨테이너 자체는 사용하기 쉽지만 이를 어떻게 활용하고 관리할지는 결코 쉽지 않습니다. 이 책은 도커를 처음
122,파이썬 3.6 프로그래밍 빠르게 활용하는  위키북스 프로그래밍 & 프랙티스 시리즈 14 ,신호철,위키북스,"『파이썬 3.6 프로그래밍』은 처음 프로그래밍을 시작하는 분들에게 파이썬은 매우 적합한 언어다.  C 나 자바 등의 언어에 비해 매우 배우기 쉽고, 윈도우나 유닉스 등 여러 운영체제에서도 큰 수정 없이 잘"
123,웹 크롤링과 스크레이핑 파이썬을 이용한  데이터 사이언스 시리즈 12 ,카토 코타,위키북스,"《파이썬을 이용한 웹 크롤링과 스크레이핑》은 파이썬을 이용한 데이터 수집과 분석을 위해 입문에서 실전까지 상세하게 설명한 책입니다. 

기본적인 크롤링과 API를 활용한 데이터 수집은 물론, HTML과 XML"
124,시작하세요! C# 8.0 프로그래밍 위키북스 프로그래밍 & 프랙티스 시리즈 21 ,정성태,위키북스,"이 책의 목표는 확실하다. 여러분들이 프로그램을 만들고자 할 때 사용하게 될 프로그래밍 언어인 C#의 기초를 단단하게 다질 수 있도록 이 책을 구성했다. C# 언어를 최신의 8.0 문법까지 설명하고 있으며,"
125,스파크를 다루는 기술 Spark in Action,페타 제체비치,길벗,"이 책은 스파크를 이해하고 활용하는 데 필요한 중요 내용을 빠짐없이 다룬다. 1부에서 스파크와 스파크의 풍부한 API를 소개하고, 2부에서 스파크를 구성하는 스파크 SQL, 스파크 스트리밍, 스파크 MLlib, 스파크"
126,유지보수 가능한 코딩의 기술 C#편,주스트 뷔서,길벗,"주니어 개발자는 멋진 코드를 작성하지만, 시니어 개발자는 쉽게 이해할 수 있는 코드를 작성한다. 기발한 코드, 과도한 추상화, 멋진 디자인 패턴의 도입이 주니어 개발자의 특징이라면 시니어 개발자는 이해할"
127,WPF MVVM 일주일 만에 배우기,아르노 베유,에이콘출판,"필자의 십 수년간의 강의 경험을 최적화하여 집필한 가장 얇은 WPF 개발 서적으로 군더더기 없이 WPF를 빨리 배울 수 있다. 간단한 연습 과제와 따라 하기 방식의 해당 풀이를 통해 컨트롤 및 레이아웃, 데이터"
128,파이썬 성능 높이기 2판 ,가브리엘레 라나로,에이콘출판,"파이썬 프로그램의 성능을 높이기 위한 여러 가지 전략을 소개한다. 파이썬에서 기본적인 프로그램 성능을 높이기 위한 병목 찾기를 어떻게 진행하는지부터 성능이 좋은 라이브러리 도입, 확장 파이썬을"
129,실전 윈도우 디바이스 드라이버 2판  임베디드 시스템 시리즈 ,이봉석,에이콘출판,"윈도우 디바이스 드라이버를 처음 개발하려는 독자들과 실무에서 필요로 하는 디바이스 드라이버를 개발하는 데 도움이 되는 지식을 얻고자 하는 독자들을 위해서 작성됐다.
이 책은 크게 디바이스 드라이버"
130,개발자를 위한 쿠버네티스 클라우드 컴퓨팅 ,조셉 헥,에이콘출판,쿠버네티스는 구글에서 개발하고 오픈소스로 공개한 컨테이너 오케스트레이션 플랫폼이다. 쿠버네티스를 이용하면 컨테이너화된 애플리케이션을 손쉽게 배포하고 관리 및 운영할 수 있기 때문에 클라우드 환경에서
131,젠킨스 2 시작하기,브렌트 래스터,에이콘출판,"최근 소프트웨어 개발 업계에서 지속적인 통합을 위해 사용하는 도구 중, 표준으로 자리잡은 젠킨스는 최근 2.0 버전 배포로 큰 변화를 맞이했다. 이 책은 젠킨스 2.0 버전에서 새롭게 추가된 기능을 심도 있게"
132,쿠버네티스 기초 다지기 3/e 3판  오픈소스 프로그래밍 ,조나단 바이에르,에이콘출판,"쿠버네티스와 컨테이너 관리를 시작하는 입문자를 위한 안내서로, 쿠버네티스를 처음 접하는 사람들을 위해 얕지만 넓은 범위의 내용을 다룬다. 컨테이너와 쿠버네티스의 특징과 기능을 살펴보고 모니터링, 보안,"
133,파이썬 네트워킹 마스터 2판 ,에릭 추,에이콘출판,"급격히 변화하는 네트워킹 분야에서 파이썬 등을 활용한 네트워크 관리와 엔지니어링의 중요성은 나날이 커지고 있다. 이 책은 기존 네트워크 개발자들을 대상으로 자동화, 보안, 모니터링, 테스트 등 다양한"
134,파이썬으로 데이터 마이닝 시작하기,나단 그리넬치,에이콘출판,요즘 가장 인기 있는 프로그래밍 언어인 파이썬을 활용한 데이터 마이닝 기법을 소개한다. 다양한 예제와 데이터 마이닝 기법으로 유용한 인사이트를 어떻게 얻어낼 수 있는지를 배운다. 파이썬 라이브러리를
135,모던 자바 인 액션,라울-게이브리얼 우르마,한빛미디어,"자바 1.0이 나온 이후 18년을 통틀어 가장 큰 변화가 자바 8 이후 이어지고 있다. 자바 8 이후 모던 자바를 이용하면 기존의 자바 코드 모두 그대로 쓸 수 있으며, 새로운 기능과 문법, 디자인 패턴으로 더"
136,다이내믹 프로그래밍 완전정복,미나크시,한빛미디어,다이내믹 프로그래밍 동적 계획법 은 알고리즘을 공부하다 마주치는 첫 번째 큰 장벽이다. 이 책은 알고리즘 공부의 걸림돌을 디딤돌로 만들기 위해 다이내믹 프로그래밍이라는 한 가지 주제만을 철저히 파고든다.
137,어셈블리 언어 튜토리얼 게임처럼 쉽고 재미있게 배우는 ,원일용,북스홀릭퍼블리싱,"어셈블리 언어는 두 가지 관점에서 여전히 살아 있는 언어이다.
첫째는 보안이라는 관점에서 볼 때 소스가 공개되지 않는 프로그램을 바이너리수준에서 분석하고 이해해야 한다면 디스어셈블 된 코드를 읽어야"
138,Do it! 데이터 분석을 위한 판다스 입문,다니엘 첸,이지스퍼블리싱,전 세계 최대 규모의 파이썬 과학 콘퍼런스 사이파이 SciPy 에서 ‘판다스 튜토리얼 강의’를 진행하고 있는 저자의 손을 잡고 데이터 분석과 판다스에 빠르게 입문하세요. 파이썬 기초 문법만 알아도 괜찮습니다.
139,마인크래프트로 배우는 파이썬 프로그래밍,크레이그 리처드슨,제이펍,짧고 간단한 파이썬 프로그램으로 시작하여 각 미션 수행을 통해 한 단계씩 깊어지는 파이썬 기술을 습득할 수 있도록 한 [마인크래프트로 배우는 파이썬 프로그래밍]. 책은 재밌는 게임과 최고의 언어로 배우는
140,깔끔한 파이썬 탄탄한 백엔드,송은우,비제이퍼블릭,파이썬을 지식으로 아는 것뿐 아니라 파이썬을 응용하여 백엔드 시스템을 개발할 수 있도록 도와주는 책이다. 파이썬으로 백엔드 API 시스템을 개발할 때 가장 널리 사용되는 프레임워크 중 하나인 flask를 사용해
141,깡샘의 코틀린 프로그래밍,강성윤,루비페이퍼,"코틀린의 주요 특징과 문법 학습
함수형 프로그래밍의 완벽한 이해 
안드로이드, 자바스크립트, 스프링 프레임워크에 응용까지

만일 여러분이 자바 개발자라면, 또는 안드로이드, 또는 자바스크립트, 또는"
142,미래를 코딩하라! 엔트리 SW 끝장 ,씨엔씨에듀 R&D팀,씨엔씨에듀,"『미래를 코딩하라! 엔트리 SW』는 프로그래밍의 알고리즘을 알기 쉽게 기호와 그림으로 나타낸 순서도에 대해 자세하게 표현하였다. 문제를 해결하는 순차적 구조, 반복적 구조, 조건적 구조와 주어진 상황에"
143,자바 웹 개발 스프링 부트로 배우는 ,윤석진,제이펍,"시중에는 자바 웹 개발자를 위한 스프링과 JSP 관련 서적이 많이 나와 있긴 하지만, 입문자가 끝까지 따라 할 만한 책은 많지 않습니다. 이 책은 독자들이 자바 기반의 웹 서비스를 만들거나 공부할 때 가장 쉽게"
144,파이썬에 참 좋은 PyCharm,테리엇,비제이퍼블릭,"파이썬이 다른 언어에 비하면 쉬운 편이라고는 하지만, 막상 처음부터 배우려면 사실 꽤 지루하고 흥미가 떨어지기 쉽습니다. 파이썬을 빨리 배우고 잘 활용하기 위해서는 최대한 쉽고 편하게 코딩할 수 있어야"
145,"타입스크립트, AWS 서버리스로 들어올리다",신규하,비제이퍼블릭,"현재 웹 애플리케이션을 개발하기 위한 많은 개발 환경과 그 환경에 맞는 다양한 방법들이 생겨나고 있다. 그래서 우리는 어떤 방법으로 개발을 시작해야 할지 선택하기를 주저하게 된다.
이 책에서는 실무에"
146,독하게 시작하는 C 프로그래밍,최호성,루비페이퍼,[독하게 시작하는 C 프로그래밍]은 C 언어 문법이나 함수 사용법보다는 프로그래밍 기법을 익히는 데 중점을 둔 책이다.
147,C로 배우는 쉬운 자료구조 개정판 3판  IT Cookbook 203 ,이지영,한빛아카데미,"『C로 배우는 쉬운 자료구조』는 자료를 구조화하는 다양한 방법을 단계별 그림과 삽화를 통해 쉽게 설명하고, 자료구조의 핵심 알고리즘을 C프로그램으로 구현해 보도록 구성했다. Self Test 코너를 통해 학습자"
148,모던 C++ 디자인 패턴,드미트리 네스터룩,길벗,"모던 C++로 배우는 디자인 패턴

새로운 기능으로 풍부해진 C++로 다시 배운다
C++는 C++11/14/17을 거치면서 강력한 언어로 발전했으며, 표현력이 풍부해졌다. GoF의 전통적인 디자인 패턴을 표현력이"
149,Windows Debugging 2판 ,최바울,에이콘출판,윈도우에서 WinDbg를 이용해 디버깅하는 방법을 중점적으로 설명한 책으로 최신 윈도우 10까지 내용을 수록했다. 윈도우 디버깅 전문가들인 저자들이 현장에서 우러난 실전 경험을 바탕으로 한 다양한 예제를
150,지오지브라 코딩바이블,최경식,지오아카데미,▶ 지오지브라 코딩에 관한 내용을 담은 전문서적입니다.
151,Abaqus 기초와 응용 유한요소해석 FEA 을 위한 ,솔리드이엔지,예문사,"본서는 Abaqus 입문자를 위하여 따라하기 식으로 구성되어 해석 프로세스 정립 및 수행 측면에서구성하였고, Abaqus에 익숙한 사용자에게는 기계공학도는 수치 해석적 연산을 검증하고, 고체역학의 기본 이론을"
152,C++ Programming Basic 그림으로 배우는 ,Mana Takahashi,영진닷컴,『그림으로 배우는 C++ Programming』은 프로그래밍에 익숙하지 않은 초보자들도 쉽고 재미있게 배울 수 있는 C++ 입문서다. 풍부한 일러스트를 통해 어려운 프로그래밍 개념도 그림을 통해 쉽게 이해할 수
153,프로그래밍 언어도감,마스이 토시카츠,영진닷컴,프로그래밍 언어는 이미 알려진 것만 해도 수백 개에 이르고 지금도 계속 개발되고 있습니다. 각각의 언어는 업무의 특성이나 상황에 따라 효율성에서 각각 큰 차이가 있어 개발자라면 최소한 두 가지 이상의
154,퍼즐로 배우는 알고리즘: with 파이썬,SRINI DEVADAS,영진닷컴,"알고리즘의 기초를 퍼즐로 배우자
프로그래밍이란 말을 들으면 코드를 만들어내는 코딩만 떠올리기 쉽지만 그에 못지않게 문제를 해결할 수 있는 알고리즘 능력 역시 중요하다. 알고리즘이란 문제를 이해하고"
155,C가 보이는 그림책 개정증보판 ,"ANK Co., Ltd.",성안당,None
156,1%의 프로그래밍 작동 원리 성공과 실패를 결정하는 ,가와마타 아키라,성안당,"이 책만큼 하드웨어 기반의 프로그래밍 구조와 작동 원리에 대해 체계적으로 설명한 책은 없다!

최근 코딩 교육에 대한 관심이 뜨겁다. 선진국들은 이미 코딩을 정규 교육과정에 편입시켜 교육 중이며,"
157,초보자를 위한 C# 200제 2판 ,강병익,정보문화사,다년간 강의를 통해 학생들이 쉽게 배울 수 있는 방법을 찾아 집필한 책이다. 그렇기 때문에 스스로 흥미 있는 프로그램을 만들기 위해 배울 수 있도록 입문자를 배려하고 있다. 텍스트 기반의 콘솔 프로그램에
158,프로그래밍 정석 개념을 잡아주는 ,제니퍼 캠벨,에이콘출판,"『개념을 잡아주는 프로그래밍 정석』은 기본적인 프로그래밍 요소부터 알고리즘, 디버깅, 객체지향 프로그래밍, 테스트 주도 개발, GUI 제작, 데이터베이스 활용법까지 전산 전공자뿐 아니라 현장에서 근무하고"
159,WebGL을 활용한 3D 그래픽 프로그래밍 에이콘 웹 프로페셔널 시리즈 ,안드레아스 안유루,에이콘출판,웹지엘 WebGL 을 이용한 하드웨어 가속 3D 그래픽 개발에 필요한 모든 것을 담고 있다. 웹지엘은 웹개발자에게 놀라운 3D 그래픽을 제작하는 방법을 제공한다. 이 책은 웹지엘을 사용해서 3D 크로스 플랫폼 앱을
160,Hadoop과 Solr를 이용한 기업용 검색 시스템 구축 빅데이터 처리 능력을 높이는  acorn+PACKT 시리즈 ,리쉬케쉬 카람벨카,에이콘출판,"[Hadoop과 Solr를 이용한 기업용 검색 시스템 구축]은 솔라 Solr 를 사용해 빅데이터 검색을 할 수 있는 시스템을 구축하는 법을 소개한 책이다. 아파치 하둡 Hadoop 과 하둡의 에코시스템, 아파치 솔라 Solr ,"
161,D3.js 실시간 데이터 시각화 acorn+PACKT 시리즈 ,파블로 나바로 카스틸로,에이콘출판,"D3.js는 HTML5 기반 데이터 시각화 라이브러리의 대명사라고 해도 좋을 만큼 훌륭한 시각화 도구다. 이 책 [D3.js 실시간 데이터 시각화]는 D3.js의 기본 내용과 백본 BackBone  같은 MVC 프레임워크, Socket.io"
162,Programming in Scala 3판 ,마틴 오더스키,에이콘출판,스칼라는 여러 함수 언어적 기법과 객체지향 기법을 한데 잘 녹여서 루비나 파이썬 같은 동적 언어 못지않게 간결하면서 풍부한 표현력을 가진 언어다. 지난 몇 년간 빅데이터나 머신 러닝 등의 최첨단 분야에
163,Programming: Principles and Practice Using C++ 한국어판  에이콘 프로그래밍 언어 시리즈 ,비야네 스트롭스트룹,에이콘출판,"‘오래가는 프로그래머’, ‘존경받는 프로그래머’가 되고 싶다면 초보 프로그래머에서 익숙한 개발자까지 누구나 곁에 두고 읽어야 할 필독서다. 실용적인 예제를 바탕으로 최신 C++ 표준인 C++11과 C++14의"
164,LLVM Cookbook acorn+PACKT 시리즈 ,메이유르 판디,에이콘출판,[LLVM Cookbook]은 컴파일러에 익숙하지 않은 독자들을 위해 LLVM 활용 예제로 친절하게 컴파일러 내부 동작 구조 및 관련 도구를 설명한다. GCC 컴파일러를 익숙하게 다루는 독자라면 최신 컴파일러를 이해하기
165,C++ 언어 본색 열혈강의 ,김역,프리렉,프로그래밍을 처음 접하는 독자를 위한 『C++ 언어 본색』. 이 책은 C언어를 잘 모르거나 지식이 부족하더라도 C++프로그래밍과 객체지향 개념을 익힐 수 있도록 구성하였다. 모두 15장으로 구성되어 있으며 각
166,Easy ABAP 2.0 전면개정판 ,김성준,프리렉,"기본 이론과 실무 예제로 새롭게 꾸민『Easy ABAP 2.0』. 기본 이론과 예제 프로그램의 실습으로 단계적으로 ABAP 프로그램을 완성해갈 수 있도록 구성된 교재이다. 이론 부분은 1장 ~ 11장으로 구성되며, ABAP의"
167,파이썬3 바이블 시간을 아끼는 바이블 ,이강성,프리렉,"『파이썬3 바이블』은 파이썬에 대한 이해와 활용을 한 권으로 해결할 수 있는 책이다. 명료한 설명과 예제로 파이썬 3의 개념을 쉽게 다룬다. 실무에서 바로 적용할 수 있는 예제와 더불어, 자주 사용하는"
168,Two Scoops of Django 프로그래밍 인사이트 ,대니얼 로이 그린펠드,인사이트,"『Two Scoops of Django』는 장고의 라이브러리 이용에 대한 저자들의 경험으로부터 나온 여러 조언과 장고 개발 문화에 대한 실천 방법을 다룬 책이다. 실무 경험에 기반을 둔 환경 설정 방법들, 배포와 보안,"
169,Concrete Mathematics 구체 수학 프로그래밍 인사이트 ,로널드 그레이엄,인사이트,『CONCRETE MATHEMATICS』는 스탠퍼드 대학에서 컴퓨터과학도를 대상으로 1970년부터 매년 가르쳐 온 동명의 강좌 내용을 바탕으로 하고 있다. 저자들은 컴퓨터 프로그래밍을 이해하기 위해 필요한 수학이
170,깐깐하게 배우는 파이썬. 3 프로그래밍 인사이트 ,제드 쇼,인사이트,누구나 코딩과 프로그래밍에 대해 이야기하게 된 요즘 가장 각광받는 언어가 바로 파이썬입니다. 문법이 간결해서 입문자도 쉽게 이해할 수 있기 때문입니다. 이 책은 제대로 만들어진 52단계의 연습문제를 통해
171,이것이 C++이다,최호성,한빛미디어,[이것이 C++이다]는 저자가 20년간 실무와 강의를 통해 쌓은 노하우를 바탕으로 C++를 제대로 입문할 수 있도록 안내하는 책이다. 1부에서는 C와 C++의 차이점을 명쾌하게 설명하고 2장에서는 객체지향
172,Node.js 프로그래밍 모던 웹을 위한  3판 ,윤인성,한빛미디어,"자바스크립트 기반으로 서버 프로그래밍을 하는 Node.js 대표 입문서 『모던 웹을 위한 Node.js 프로그래밍』. 프레임워크와 모듈을 최신 버전으로 변경했고 Node.js LTS 버전에 맞춰 socket.io, ejs, jade,"
173,코드로 인프라 관리하기,키프 모리스,한빛미디어,『코드로 인프라 관리하기』는 시스템 관리자가 자동으로 플랫폼을 통제하는 ‘코드로서의 인프라’를 세 부분으로 나눠 소개하는 안내서다. 1부에서는 인프라 요소를 만들고 구성하는 데 필요한 플랫폼과 도구를
174,전문가를 위한 파이썬,루시아누 하말류,한빛미디어,"파이썬 기능을 활용하여, 효율적인 파이썬 코드 작성 방법을 제시하는 실용 안내서『전문가를 위한 파이썬』. 이 책은 특히 다른 언어에서는 찾아볼 수 없는 파이썬 고유의 기능을 중점적으로 살펴본다. 파이썬의"
175,C#으로 온라인 게임 서버 만들기 유니티 개발자를 위한 ,이석현,한빛미디어,"이 책은 C#으로 온라인 게임 서버를 개발하는 방법을 소개한다. 닷넷 프레임워크에서 TCP 소켓 기능을 활용하는 방법을 소개하고, 간단한 에코 서버를 개발한 뒤, 실시간 온라인 게임 세균전  서버까지"
176,RxJava 프로그래밍,유동환,한빛미디어,서버나 애플리케이션은 다양한 데이터를 처리하느라 늘 분주하다. 그런데 데이터양이 기하급수적으로 늘면서 기존의 프로그래밍 방식으로 이를 처리하기가 점점 어려워지고 있다. 이에 데이터의 입출력 흐름에
177,C언어 콘서트 누구나 쉽게 즐기는  개정판  C언어 달인 만들기 프로젝트 1 ,천인국,생능출판사,『C언어 콘서트』는 누구나 쉽고 재미있게 즐기는 콘서트처럼 중요한 프로그래밍 개념과 원리를 그림을 이용하여 컴팩트하고 재미있게 설명하고 있다. 또한 다양한 화음이 어울려 하나의 주제를 전달하는
178,명품 JAVA Programming 개정판 4판 ,황기태,생능출판사,"자바 Java 는 그 이전 시대에 있었던 프로그래밍 언어에서 한 차원 진화된 개념으로 개발된 가히 혁명적 언어이며 플랫폼이다. 한 번 작성된 자바 프로그램은 어느 컴퓨터, 어떤 운영체제에서도 실행될 수 있다."
179,자료구조 C언어로 쉽게 풀어 쓴  개정판 3판 ,천인국,생능출판사,▶ 이 책은 자료구조를 다룬 이론서입니다.
