순위,제목,저자,출판사,요약
88,데이터 스토리텔링 에이콘 데이터과학 시리즈 ,콜 누스바우머 내플릭,에이콘출판,"데이터를 사용하여 전달하려는 내용을 쉽게 설명하고, 역동적이고 설득력 있는 데이터 기반 프리젠테이션을 만들고 싶은가. 이 책 [데이터 스토리텔링]은 데이터를 이용하여 설득력 있는 스토리텔링 자료를 만들기"
89,포토샵 없이도 인터넷쇼핑몰에서 바로 통하는 파워포인트로 상세페이지 만들기,서수정,디지털북스,저자의 오랜 쇼핑몰 제작과 상세페이지 제작 경험을 바탕으로 어렵게 배우는 포토샵이 아닌 많은 사람들이 사용할 수 있는 파워포인트를 통해 만들 수 있는 쇼핑몰 상세페이지에 대한 내용을 수록한 책이다.
90,한글 2010 작품만들기 ,IT 도서 R&D팀,에이스ME 에이스미 ,"이 책은 한글 2010의 주요 기능을 활용하여 재미있고 실용적인 작품을 만들어 볼 수 있도록 내용을 구성하여, 한글의 주요 기능을 자연스럽게 습득할 수 있도록 하였다."
91,엑셀 2007 실무완전자동화 엑셀 좀 하는 직장인에게 권하는  CD1장포함 ,윤신례,멘토르,"윤신례의 『엑셀 좀 하는 직장인에게 권하는 엑셀 2007 실무완전자동화』. <엑셀 좀 하는 직장인에게 권하는 실무완전자동화>의 제2판으로, 엑셀 2007을 기준으로 재구성되어 있다. 엑셀 2007의 새로운 기능이나"
92,컴퓨터 오피스 활용 미래를 여는 ,박일선,한티미디어,▶ 컴퓨터 오피스 활용에 관한 내용을 담은 전문서적입니다.
93,엑셀 2010 무작정 따라하기: 회사실무 CD1장포함  무작정 따라하기 230 ,김종학,길벗,확 달라진 엑셀 2010의 초보자를 위한 필수 기능부터 비즈니스 실무 활용까지 학습하는 교재. 엑셀 2010을 처음 접하는 사용자뿐만 아니라 기존 버전의 사용자도 새로워진 엑셀 메뉴에 빠르게 적응할 수 있도록
94,엑세스 2010 무작정 따라하기 기초&실무  CD1장포함  무작정 따라하기 237 ,염기웅,길벗,"- 독자대상 : 엑세스 2010 사용자
- 구성 : 이론 + 예제
- 특징 
① 액세스 2010의 새로운 기능 소개
② 실무 활용 사례를 통한 DB 솔루션 제시
③ 빠르고 쉽게 찾는 기능 목차 제공
④ 액세스 도움말과"
95,워드2013 무작정따라하기 CD1장포함 ,김미영,길벗,"이 책은 워드 2013의 기본 기능부터 차근차근 배워 문서 작성에 필요한 기본기를 다지고 클라우드 기능과 모바일 연동을 통한 실무 활용까지 습득할 수 있도록 구성했다. 회사 업무에 자주 사용하는 엑셀,"
96,엑셀 함수 & 수식 바이블,최준선,한빛미디어,"[엑셀 함수 & 수식 바이블]은 엑셀 기초 함수는 물론 중.고급 함수, 배열 수식까지 총정리되어 있어 엑셀 함수와 수식을 활용한 업무 능력을 업그레이드할 수 있도록 구성했다. 책은 엑셀의 중.고급 사용자가"
97,인포그래픽 with 파워포인트 누구나 할 수 있는 ,곽승원,한빛미디어,『인포그래픽 파워포인트』는 정보 전달에 최적화된 68개의 강력한 인포그래픽 실무 템플릿을 제공한 책이다. 가장 손쉽게 다룰 수 있는 도구인 파워포인트를 사용하므로 누구나 원하는 정보를 인포그래픽으로
98,엑셀 2016 매크로 & VBA 바이블,최준선,한빛미디어,"엑셀 매크로 활용에 필요한 기본기는 물론 VBA를 제대로 배워 업무에 써먹을 수 있도록 기초 문법, 코드, 엑셀의 주요 개체, 자주 사용하는 기능을 컨트롤하는 방법, 엑셀과 함께 사용하는 파워포인트, 워드,"
99,엑셀 데이터 활용+분석 회사에서 바로 통하는 ,김경자,한빛미디어,"[회사에서 바로 통하는 엑셀 데이터 활용+분석]은 실무에서 데이터를 편집, 요약, 분석, 집계할 때 꼭 알아야 할 엑셀의 핵심기능과 업무에 바로 활용할 수 있는 실무형 프로젝트 예제 59개를 수록했다. 표와"
100,회사에서 바로 통하는 엑셀 2016 For Starters,전미진,한빛미디어,"[회사에서 바로 통하는 엑셀 2016 For Starters]는 업무에 필요한 엑셀 기능을 빠르게 마스터할 수 있도록 101가지 핵심기능을 수록했다. 엑셀의 기본적인 문서 작성 및 편집 방법, 수식과 함수의 활용 방법 및"
101,회사에서 바로 통하는 파워포인트 2016 For Starters,이화진,한빛미디어,"업무에 필요한 파워포인트 기능을 빠르게 마스터할 수 있도록 80가지 핵심기능을 수록했다. 파워포인트의 기본적인 슬라이드 작성 및 편집 방법, 슬라이드 테마/마스터 활용 방법, 발표 자료를 작성하고"
102,엑셀 바이블 Excel Bible  2016 ,최준선,한빛미디어,"[엑셀 바이블 Excel Bible  2016 ]은 업무에 바로 써먹을 수 있는 520여 개의 실무 예제로 엑셀의 거의 모든 기능을 빠르게 익힐 수 있도록 구성한 책이다. 엑셀의 기초 기능부터 입력/편집, 셀 서식, 표, 수식과"
103,엑셀 함수 실무 강의 회사에서 바로 통하는 ,김경자,한빛미디어,"51개의 핵심기능과 프로젝트 예제, 수식과 함수가 연계된 자동화 문서를 엑셀의 모든 버전에서 학습한다. 실무에서 엑셀 수식과 함수를 활용해 반복 작업이 필요 없는 자동화 문서를 만들 때 꼭 알아야 할 엑셀의"
104,한글 2014 COMPUTER VOOK SERIES 2 ,이정미,기한재,"『한글 2014』는 사용자가 손쉽게 한글 2014의 기능들을 배울 수 있도록 집필한 책으로, 편의 위주로 기초적인 면에 중점을 두었으며, 중급/고급 사용자에게도 필요한 부분을 많이 수록하였다."
105,엑셀 2016 원리와 개념에 충실한  CD1장포함 ,홍의경,생능출판,"원리와 개념을 충실하게 이해한다

이 책은 엑셀의 기본 원리와 개념을 충실히 이해할 수 있도록 기획되었다. 단순한 따라하기식 학습이 가지는 문제점은 응용력 부족이다. 기본적인 문서의 작성조차도 어려움을"
106,엑셀 & 파워포인트 2007 무작정 따라하기 CD1장포함  무작정 따라하기 시리즈 ,박미정,길벗,None
107,액세스 2010  회사에서 바로 통하는  CD1장포함 ,김재훈,한빛미디어,"- 독자대상 : 엑세스 2010 프로그램 사용자
- 구성 : 기능 설명 + 실무 예제
- 특징
① 인사관리, 제품관리, 고객관리 데이터베이스를 만들어보면서 액세스 기능을 차근차근 학습
② 판매관리 데이터베이스"
108,키노트 프레젠테이션 CD1장포함 ,윤춘근,한빛미디어,"지식경제부 R&D 연구기관 서비스디자인 Lab 연구원으로 활동 중인 윤춘근의 『키노트 프레젠테이션』. 키노트 사용자를 위한 입문서다. 키노트의 기본 기능은 물론, 디자인적으로도 완벽한 키노트 프레젠테이션을"
109,엑셀 2010 함수 이해 활용 회사에서 바로 통하는 ,최준선,한빛미디어,"- 독자대상 : 엑셀 2010 사용자
- 구성 : 이론 + 문제
- 특징 
① 수식과 함수에 대한 기본 개념 정리
② 기초 함수부터 실무 문서까지 다룬 프로젝트 수록"
110,엑셀 파워팁 직장인 칼퇴를 위한 ,김민정,혜지원,이 책은 엑셀을 아예 모르거나 알아도 제대로 사용하지 못해 항상 바쁜 업무에 시달리는 일반 직장인들을 위한 책입니다. 직장인들이 쉽고 빠르게 엑셀 기능을 익혀 실제 업무에 유용하게 사용할 수 있도록
111,파워포인트 2010 대한민국 누구나  CD1장포함 ,엄정녀,아카데미소프트,대한민국 누구나『파워포인트 2010』. 이 책은 그동안 기존의 종이 도서에서 할 수 없었던 멀티미디어적인 요소를 ibook을 통하여 제공하게 됨으로써 누구나 쉽게 가르치고 배울 수 있도록 학습 효과를
112,액세스 실전솔루션,강경원,21세기사, 
113,CRYSTAL BALL 7 입문,Decisioneering.Inc,이레테크,CRYSTAL BALL 7 입문서. 이 책은 CRYSTAL BALL 사용법에 대한 한글 매뉴얼로 예제를 바탕으로 모델을 정의하고 Crystal Ball의 각 기능 및 결과에 대한 해석을 통하여 스프레드시트의 결정론적 사고에서 확률론적
114,프로젝트가 서쪽으로 간 까닭은,톰 디마르코,인사이트,"톰 드마르코, 팀 리스터, 피터 흐루스카, 스티브 맥메나민, 그리고 수잔 로버트슨과 제임스 로버트슨의 『프로젝트가 서쪽으로 간 까닭은』. 가슴으로는 알고 있지만 머리로는 이해하기 어려운 프로젝트 행동 패턴"
115,LabVIEW의 정석: 응용편,손혜영,인피니티북스,None
116,한글 & 워드 문서 편집의 기술,밍모,아이콕스,이 책은 2가지 대표 워드프로세서인 한글과 MS-Word 모두를 활용하여 기본적인 기능부터 고급 편집 기술까지 한 번에 익힐 수 있도록 구성된 책이다. 문서 편집 기술들을 모아 다룸으로써 단순히 업무의 일부로써
117,프레젠테이션 교과서 IT Leaders 18 ,닐 포드,위키북스,"[프레젠테이션 교과서]는 프레젠테이션 준비과정부터 현장에서의 프레젠테이션 실전 노하우까지 담은 책이다. 아이디어 구상, 프레젠테이션 자료 제작 및 전달 등을 소개하고, 체계화하고 정리한 프레젠테이션"
118,엑셀 매크로 VBA 300제 입문자를 위한 ,두드림기획,아티오,이 책은 VBA를 이용하여 엑셀 개체를 다루기 위해 참고하고 응용할 수 있는 다양한 프로그래밍 기술을 담고 있습니다. 책에 사용된 예제는 주제를 가장 명확하고 쉽게 이해할 수 있도록 꼭 필요한 명령어로만
119,엑셀 2013 원리 쏙쏙 IT 실전 워크북 시리즈 9 ,김수진,아티오,『엑셀 2013』은 엑셀 2013 버전을 이용하여 컴퓨터 초보자가 각종 데이터를 쉽게 관리하고 구축할 수 있도록 체계적으로 설명한 책이다. 본문이 따라하기 형태로 구성되어 있어 그대로 진행하다 보면 누구나 쉽게
120,파워포인트 2016 돈시아 ,정동임,시대인,"[돈시아 파워포인트 2016]은 청중을 사로잡을 수 있는 프레젠테이션 작업 노하우를 공개한다. 책은 프레젠테이션 초보자를 위해 파워포인트 설치에서 슬라이드 작업, 도형 및 SmartArt, 그림, 표, 차트로"
121,한글 2010 활용 스마트한 생활을 위한 버전2 ,IT교재연구팀,시대인,[스마트한 생활을 위한 버전2 한글 2010 활용]은 큰 글자체와 따라하기 방식으로 구성한 컴퓨터 교재다. 실생활에서 쉽게 볼 수 있는 유형의 예제를 선별하여 바로 배워 바로 활용할 수 있도록 하였다. 이 책은
122,엑셀 2016 기초 아는 만큼 재미있는 ,장경숙,시대인,"[도서 특징]
* 시작하는 이들을 위한 맞춤형 길잡이 
* 쉽고 빠르게 배우는 따라하기형 학습"
123,엑셀 피벗테이블,김지형,북앤에듀,"이 책은 엑셀을 배울 수 있는 책으로, 현재 자신의 실력을 한단계 업시켜줄 수 있다."
124,엑셀 자료탐색,유정빈,역락,▶ 이 책은 자료탐색을 위한 엑셀에 대해 다룬 도서입니다. 엑셀 자료탐색의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.
125,절대 엑셀,요시다 켄,위키북스,엑셀에는 업무를 효율적으로 수행하도록 도와주는 쉽고 편리한 기능이 있다.『절대 엑셀』은 현장 실무자들의 실수 사례와 요구 사항을 바탕으로 엑셀의 핵심 기능만을 사용해 실무에서 어떻게 효율적으로
126,MS Office 2010 최고 작품집 컴선생 여우님 ,방과후교육연구회,해람북스 구 북스홀릭 ,「컴선생 여우님」 시리즈는 컴퓨터에 대해 모르는 것이 없는 선생님이 똑 부러지게 컴퓨터를 가르친다는 콘셉트로 구성된 컴퓨터 특기적성 전문교재다. 지나친 따라 하기를 배제하여 교재의 페이지를 줄이고
127,파워포인트 2010은 마법의 요술상자 컴속세상 ,해람북스 기획팀,해람북스 구 북스홀릭 ,『파워포인트 2010은 마법의 요술상자』는 다년간 실무 경험을 갖춘 선생님들이 직접 베타테스트 한 컴퓨터 특기적성 전문 교재입니다. 학습 내용을 이야기 식으로 구성하여 학습 동기를 유발하고 흥미롭게 수업을
128,한글 2010과 함께 어린이 기자단 되기 컴속세상 ,해람북스 기획팀,해람북스 구 북스홀릭 ,『한글 2010과 함께 어린이 기자단 되기』은 다년간 실무 경험을 갖춘 선생님들이 직접 베타테스트 한 컴퓨터 특기적성 전문 교재입니다. 학습 내용을 이야기 식으로 구성하여 학습 동기를 유발하고 흥미롭게
129,한글 2010 작품 만들기 컴속세상 ,코드미디어,해람북스 구 북스홀릭 ,컴속세상 『한글 2010 작품 만들기』는 주요 기능을 활용하여 재미있고 실용적인 작품을 만들어 볼 수 있도록 내용을 구성하고 예제와 기능을 연계하여 쉽게 기능을 익히고 확인 학습과 응용력을 높일 수 있도록
130,EXCEL 기초실무 따라하기로 배우는  2판 ,강형일,복두출판사,▶ 이 책은 엑셀을 다룬 이론서입니다. 엑셀의 기초적이고 전반적인 내용을 학습할 수 있습니다.
131,자동매매를 위한 기초 VBA + 엑셀을 이용한 키움증권 자동매매 입문서 1도 모르는 생 초보를 위한 ,에스에스비,창조와지식,"지금까지 이렇게 쉽게 설명한 자동매매 입문서는 없었다.

이 책은 제목 그대로 코딩이나 C언어 등을 전혀 모르는 분들, 심지어 초등학생들도  친숙한 엑셀을 이용해 나름대로의 자동매매를 구현할 수 있도록"
132,엑셀&파워포인트&워드 2019 무작정 따라하기,박미정,길벗,"검색보다 빠르고, 동료보다 친절하다!
회사에서 자주 사용하는 핵심 기능만 쏙 뽑아 업무에 딱 맞게 적용해 보세요.
_믿고 보는 최고의 오피스 핵심 실무서 
_단 한권으로 해결! 모든 버전 완벽 대응 오피스"
133,엑셀로 하는 데이터 시각화 세트 에이콘 데이터 과학 시리즈  Paperback  전2권 ,조르즈 카몽이스,에이콘출판,"『엑셀로 하는 데이터 시각화 세트』는 비즈니스에서 효과적으로 데이터 시각화할 수 있는 원리를 설명하는 책으로, 사용할 소프트웨어에 독립적으로 응용할 수 있는 인포그래픽 안내서다. 엑셀에서 만든 차트를"
134,회사에서 바로 통하는 엑셀+파워포인트 2016 한글 NEO 윈도우 10 회사통 ,전미진,한빛미디어,"최적화된 실무 예제로 엑셀과 파워포인트, 한글의 핵심 기능을 단숨에 마스터한다! 윈도우 10에서 꼭 알아야 할 핵심기능을 이용해 업무 생산성을 높이고, 엑셀, 파워포인트, 한글로 업무 문서를 능숙하게"
135,엑셀 실무 강의 회사에서 바로 통하는 ,전미진,한빛미디어,"엑셀 모든 버전에서 익히는 실무 문서 작성, 함수, 차트, 데이터 분석, 매크로 활용의 모든 것!
최고 엑셀 전문가가 쉽고 빠르게 정확히 알려주는 최적화된 실무 노하우!

엑셀 2007, 2010, 2013, 2016, Office"
136,파워포인트 보고서 디자인 기술 프로 프레젠터가 알려주는  CD1장포함 ,강현주,에듀웨이,『파워포인트 보고서 디자인 기술』은 실무자를 위한 파워포인트 보고서 작성 및 디자인 작업을 안내한 책이다. 목적에 따른 다양한 보고서 작성을 전부 배울 수 있다. 주제를 선정하고 스토리를 작성하는 기획
137,한 권으로 끝내는 한글 워드,김영순,에듀웨이,"한글과 워드는 공통된 기능들이 많지만, 제대로 사용하는 사용자는 많지 않다. 우리나라에서는 주로 한글로 문서를 만들지만, 협업이나 공유를 위해 MS 워드를 사용해야 하는 문서 작업도 역시 많다. 이 책에서는"
138,엑셀 파워포인트 워드2016 한글2014 무작정 따라하기 CD1장포함 ,박미정,길벗,"『엑셀&파워포인트&워드 2016 무작정 따라하기』는 저자들의 노하우를 바탕으로 회사 실무에 꼭 필요한 기본 기능부터 업무 효율을 높여주는 핵심 기능을 담은 책이다. 네이버 지식iN, 오피스 실무 카페 및"
139,Mr.Lee 비밀의 방 숨겨진 유물 찾기 파워포인트의 VBA를 활용한 ,해람북스 기획팀,해람북스 구 북스홀릭 ,파워포인트의 VBA를 활용하여 숨겨진 유물을 찾는 방탈출 게임으로 할아버지 일기장에는 일제 강점기 시절 독립군으로 활약하셨던 이야기가 적혀 있었다. 일기장과 함께 발견된 편지에는 일본으로 밀반출하려던
140,한글 2010과 함께하는 컴퓨터로 작품만들기 우당탕탕 시리즈 ,교재개발팀,마린북스,"★ OA 프로그램의 기본 과정을 마친 학생들이 완성도가 높은 작품들을 만들 수 있습니다.
★ 실제 인쇄를 하거나 숙제로 사용할 수 있는 예제로 구성하였습니다.
★ 각 차시별로 혼자서 직접 만들 수 있는"
